group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
live-reconfigure,,ids-jit,,,50179080.0,ns,2
live-reconfigure,,ids-jit,,,50150216.0,ns,2
live-reconfigure,,ids-jit,,,50184064.0,ns,2
live-reconfigure,,ids-jit,,,50149493.0,ns,2
live-reconfigure,,ids-jit,,,50173569.0,ns,2
live-reconfigure,,ids-jit,,,50177450.0,ns,2
live-reconfigure,,ids-jit,,,50162964.0,ns,2
live-reconfigure,,ids-jit,,,50178466.0,ns,2
live-reconfigure,,ids-jit,,,50165473.0,ns,2
live-reconfigure,,ids-jit,,,50098582.0,ns,2
live-reconfigure,,ids-jit,,,50149855.0,ns,2
live-reconfigure,,ids-jit,,,50186805.0,ns,2
live-reconfigure,,ids-jit,,,50178881.0,ns,2
live-reconfigure,,ids-jit,,,50218965.0,ns,2
live-reconfigure,,ids-jit,,,50181827.0,ns,2
live-reconfigure,,ids-jit,,,50138534.0,ns,2
live-reconfigure,,ids-jit,,,50082556.0,ns,2
live-reconfigure,,ids-jit,,,50129366.0,ns,2
live-reconfigure,,ids-jit,,,50119864.0,ns,2
live-reconfigure,,ids-jit,,,50307973.0,ns,2
live-reconfigure,,ids-jit,,,50168454.0,ns,2
live-reconfigure,,ids-jit,,,50165999.0,ns,2
live-reconfigure,,ids-jit,,,50162089.0,ns,2
live-reconfigure,,ids-jit,,,50185279.0,ns,2
live-reconfigure,,ids-jit,,,50183259.0,ns,2
live-reconfigure,,ids-jit,,,50299834.0,ns,2
live-reconfigure,,ids-jit,,,50211587.0,ns,2
live-reconfigure,,ids-jit,,,50229921.0,ns,2
live-reconfigure,,ids-jit,,,50120365.0,ns,2
live-reconfigure,,ids-jit,,,50186432.0,ns,2
live-reconfigure,,ids-jit,,,50174669.0,ns,2
live-reconfigure,,ids-jit,,,50171875.0,ns,2
live-reconfigure,,ids-jit,,,50179284.0,ns,2
live-reconfigure,,ids-jit,,,50122398.0,ns,2
live-reconfigure,,ids-jit,,,50213787.0,ns,2
live-reconfigure,,ids-jit,,,50131218.0,ns,2
live-reconfigure,,ids-jit,,,50187276.0,ns,2
live-reconfigure,,ids-jit,,,50137215.0,ns,2
live-reconfigure,,ids-jit,,,50098731.0,ns,2
live-reconfigure,,ids-jit,,,50201601.0,ns,2
live-reconfigure,,ids-jit,,,50120121.0,ns,2
live-reconfigure,,ids-jit,,,50166162.0,ns,2
live-reconfigure,,ids-jit,,,50210324.0,ns,2
live-reconfigure,,ids-jit,,,50105298.0,ns,2
live-reconfigure,,ids-jit,,,50131172.0,ns,2
live-reconfigure,,ids-jit,,,50168427.0,ns,2
live-reconfigure,,ids-jit,,,50113496.0,ns,2
live-reconfigure,,ids-jit,,,50170855.0,ns,2
live-reconfigure,,ids-jit,,,50149611.0,ns,2
live-reconfigure,,ids-jit,,,50128475.0,ns,2
live-reconfigure,,ids-jit,,,50214774.0,ns,2
live-reconfigure,,ids-jit,,,50154836.0,ns,2
live-reconfigure,,ids-jit,,,50140861.0,ns,2
live-reconfigure,,ids-jit,,,50223771.0,ns,2
live-reconfigure,,ids-jit,,,50176440.0,ns,2
live-reconfigure,,ids-jit,,,50169637.0,ns,2
live-reconfigure,,ids-jit,,,50134037.0,ns,2
live-reconfigure,,ids-jit,,,50092694.0,ns,2
live-reconfigure,,ids-jit,,,50188299.0,ns,2
live-reconfigure,,ids-jit,,,50510042.0,ns,2
live-reconfigure,,ids-jit,,,50230543.0,ns,2
live-reconfigure,,ids-jit,,,50252709.0,ns,2
live-reconfigure,,ids-jit,,,50181083.0,ns,2
live-reconfigure,,ids-jit,,,50159770.0,ns,2
live-reconfigure,,ids-jit,,,50176750.0,ns,2
live-reconfigure,,ids-jit,,,50146129.0,ns,2
live-reconfigure,,ids-jit,,,50157377.0,ns,2
live-reconfigure,,ids-jit,,,50191469.0,ns,2
live-reconfigure,,ids-jit,,,50130014.0,ns,2
live-reconfigure,,ids-jit,,,50160212.0,ns,2
live-reconfigure,,ids-jit,,,50153035.0,ns,2
live-reconfigure,,ids-jit,,,50149134.0,ns,2
live-reconfigure,,ids-jit,,,50168709.0,ns,2
live-reconfigure,,ids-jit,,,50160264.0,ns,2
live-reconfigure,,ids-jit,,,50151508.0,ns,2
live-reconfigure,,ids-jit,,,50240693.0,ns,2
live-reconfigure,,ids-jit,,,50146341.0,ns,2
live-reconfigure,,ids-jit,,,50196660.0,ns,2
live-reconfigure,,ids-jit,,,50200015.0,ns,2
live-reconfigure,,ids-jit,,,50145804.0,ns,2
live-reconfigure,,ids-jit,,,50197496.0,ns,2
live-reconfigure,,ids-jit,,,50148896.0,ns,2
live-reconfigure,,ids-jit,,,50109160.0,ns,2
live-reconfigure,,ids-jit,,,50224489.0,ns,2
live-reconfigure,,ids-jit,,,50187374.0,ns,2
live-reconfigure,,ids-jit,,,50158002.0,ns,2
live-reconfigure,,ids-jit,,,50145019.0,ns,2
live-reconfigure,,ids-jit,,,50240445.0,ns,2
live-reconfigure,,ids-jit,,,50158803.0,ns,2
live-reconfigure,,ids-jit,,,50174293.0,ns,2
live-reconfigure,,ids-jit,,,50239595.0,ns,2
live-reconfigure,,ids-jit,,,50215484.0,ns,2
live-reconfigure,,ids-jit,,,50177931.0,ns,2
live-reconfigure,,ids-jit,,,50166973.0,ns,2
live-reconfigure,,ids-jit,,,50143878.0,ns,2
live-reconfigure,,ids-jit,,,50194367.0,ns,2
live-reconfigure,,ids-jit,,,50195769.0,ns,2
live-reconfigure,,ids-jit,,,50189404.0,ns,2
live-reconfigure,,ids-jit,,,50359284.0,ns,2
live-reconfigure,,ids-jit,,,50320597.0,ns,2
