,repetitions,num_vms,direction,interface,size,vnf,system,fw_size,repetition,pps
0,3,1,rx,vpp,64,firewall,uk,2,1,2313070.31642
1,3,1,rx,vpp,64,firewall,uk,2,1,2315544.45003
2,3,1,rx,vpp,64,firewall,uk,2,1,2308823.70668
3,3,1,rx,vpp,64,firewall,uk,2,1,2305066.02113
4,3,1,rx,vpp,64,firewall,uk,2,1,2301458.33333
5,3,1,rx,vpp,64,firewall,uk,2,1,2296506.40279
6,3,1,rx,vpp,64,firewall,uk,2,1,2294132.49211
7,3,1,rx,vpp,64,firewall,uk,2,1,2288586.13762
8,3,1,rx,vpp,64,firewall,uk,2,1,2289769.61519
9,3,1,rx,vpp,64,firewall,uk,2,1,2322130.34518
10,3,1,rx,vpp,64,firewall,uk,2,1,2319614.94253
11,3,1,rx,vpp,64,firewall,uk,2,1,2314684.07835
12,3,1,rx,vpp,64,firewall,uk,2,1,2314600.06716
13,3,1,rx,vpp,64,firewall,uk,2,1,2311182.32044
14,3,1,rx,vpp,64,firewall,uk,2,1,2310996.47887
15,3,1,rx,vpp,64,firewall,uk,2,1,2305747.43104
16,3,1,rx,vpp,64,firewall,uk,2,1,2310835.67839
17,3,1,rx,vpp,64,firewall,uk,2,1,2305020.09041
18,3,1,rx,vpp,64,firewall,uk,2,1,2309422.4008
19,3,1,rx,vpp,64,firewall,uk,2,1,2303568.27309
20,3,1,rx,vpp,64,firewall,uk,2,1,2299733.80211
21,3,1,rx,vpp,64,firewall,uk,2,1,2303186.43216
22,3,1,rx,vpp,64,firewall,uk,2,1,2300933.1994
23,3,1,rx,vpp,64,firewall,uk,2,1,2496857.14286
24,3,1,rx,vpp,64,firewall,uk,2,1,2301037.26083
25,3,1,rx,vpp,64,firewall,uk,2,1,2294027.62431
26,3,1,rx,vpp,64,firewall,uk,2,1,2300088.39779
27,3,1,rx,vpp,64,firewall,uk,2,1,2296032.64691
28,3,1,rx,vpp,64,firewall,uk,2,1,2294071.8232
29,3,1,rx,vpp,64,firewall,uk,2,1,2296901.60643
30,3,1,rx,vpp,64,firewall,uk,2,1,2292706.1778
31,3,1,rx,vpp,64,firewall,uk,2,1,2294346.23116
32,3,1,rx,vpp,64,firewall,uk,2,1,2288081.86841
33,3,1,rx,vpp,64,firewall,uk,2,1,2293202.51256
34,3,1,rx,vpp,64,firewall,uk,2,1,2295418.88498
35,3,1,rx,vpp,64,firewall,uk,2,1,2288941.26506
36,3,1,rx,vpp,64,firewall,uk,2,1,2290603.91566
37,3,1,rx,vpp,64,firewall,uk,2,1,2294134.60573
38,3,1,rx,vpp,64,firewall,uk,2,1,2286041.87689
39,3,1,rx,vpp,64,firewall,uk,2,1,2289386.04418
40,3,1,rx,vpp,64,firewall,uk,2,1,2285633.80282
41,3,1,rx,vpp,64,firewall,uk,2,1,2289029.20498
42,3,1,rx,vpp,64,firewall,uk,2,1,2288398.29232
43,3,1,rx,vpp,64,firewall,uk,2,1,2281253.87454
44,3,1,rx,vpp,64,firewall,uk,2,1,2279197.54601
45,3,1,rx,vpp,64,firewall,uk,2,1,2282699.14616
46,3,1,rx,vpp,64,firewall,uk,2,1,2274454.70536
47,3,1,rx,vpp,64,firewall,uk,2,1,2277650.4329
48,3,1,rx,vpp,64,firewall,uk,2,1,2282757.40834
49,3,1,rx,vpp,64,firewall,uk,2,1,2279043.9829
50,3,1,rx,vpp,64,firewall,uk,2,1,2281695.8457
51,3,1,rx,vpp,64,firewall,uk,2,1,2284358.1115
52,3,1,rx,vpp,64,firewall,uk,2,1,2279182.21831
53,3,1,rx,vpp,64,firewall,uk,2,1,2279748.51271
54,3,1,rx,vpp,64,firewall,uk,2,1,2283787.04169
55,3,1,rx,vpp,64,firewall,uk,2,1,2282203.81471
56,3,1,rx,vpp,64,firewall,uk,2,1,2276770.43478
57,3,1,rx,vpp,64,firewall,uk,2,1,2283288.7996
58,3,1,rx,vpp,64,firewall,uk,2,1,2279191.73263
59,3,1,rx,vpp,64,firewall,uk,2,1,2283657.11195
60,3,1,rx,vpp,64,firewall,uk,2,1,2276094.18838
61,3,1,rx,vpp,64,firewall,uk,2,1,2277128.83744
62,3,1,rx,vpp,64,firewall,uk,2,1,2276511.04418
63,3,1,rx,vpp,64,firewall,uk,2,1,2282518.59296
64,3,1,rx,vpp,64,firewall,uk,2,1,2276044.70116
65,3,1,rx,vpp,64,firewall,uk,2,1,2278320.94425
66,3,1,rx,vpp,64,firewall,uk,2,1,2275530.62249
67,3,1,rx,vpp,64,firewall,uk,2,1,2278185.83626
68,3,1,rx,vpp,64,firewall,uk,2,1,2276462.58162
69,3,1,rx,vpp,64,firewall,uk,2,1,2273670.01507
70,3,1,rx,vpp,64,firewall,uk,2,1,2279515.8212
71,3,1,rx,vpp,64,firewall,uk,2,1,2277845.46361
72,3,1,rx,vpp,64,firewall,uk,2,1,2275799.61215
73,3,1,rx,vpp,64,firewall,uk,2,1,2276543.09741
74,3,1,rx,vpp,64,firewall,uk,2,1,2280723.39357
75,3,1,rx,vpp,64,firewall,uk,2,1,2274757.40834
76,3,1,rx,vpp,64,firewall,uk,2,1,2277682.06931
77,3,1,rx,vpp,64,firewall,uk,2,1,2276323.16158
78,3,1,rx,vpp,64,firewall,uk,2,1,2274659.93946
79,3,1,rx,vpp,64,firewall,uk,2,1,2278531.39126
80,3,1,rx,vpp,64,firewall,uk,2,1,2270308.38774
81,3,1,rx,vpp,64,firewall,uk,2,1,2276713.06533
82,3,1,rx,vpp,64,firewall,uk,2,1,2275171.27072
83,3,1,rx,vpp,64,firewall,uk,2,1,2273406.15977
84,3,1,rx,vpp,64,firewall,uk,2,1,2273694.75848
85,3,1,rx,vpp,64,firewall,uk,2,1,2268616.53474
86,3,1,rx,vpp,64,firewall,uk,2,1,2274067.60411
87,3,1,rx,vpp,64,firewall,uk,2,1,2269579.31727
88,3,1,rx,vpp,64,firewall,uk,2,1,2268886.4892
89,3,1,rx,vpp,64,firewall,uk,2,1,2273945.05495
90,3,1,rx,vpp,64,firewall,uk,2,1,2270937.46347
91,3,1,rx,vpp,64,firewall,uk,2,1,2274051.93662
92,3,1,rx,vpp,64,firewall,uk,2,1,2276288.80476
93,3,1,rx,vpp,64,firewall,uk,2,1,2276079.35711
94,3,1,rx,vpp,64,firewall,uk,2,1,2274831.24058
95,3,1,rx,vpp,64,firewall,uk,2,1,2278780.56841
