group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
live-reconfigure,,ids-jit,,,50251505.0,ns,2
live-reconfigure,,ids-jit,,,50300589.0,ns,2
live-reconfigure,,ids-jit,,,50283024.0,ns,2
live-reconfigure,,ids-jit,,,50234402.0,ns,2
live-reconfigure,,ids-jit,,,50550139.0,ns,2
live-reconfigure,,ids-jit,,,50338346.0,ns,2
live-reconfigure,,ids-jit,,,50280584.0,ns,2
live-reconfigure,,ids-jit,,,50292332.0,ns,2
live-reconfigure,,ids-jit,,,50336472.0,ns,2
live-reconfigure,,ids-jit,,,50245285.0,ns,2
live-reconfigure,,ids-jit,,,50298126.0,ns,2
live-reconfigure,,ids-jit,,,50282060.0,ns,2
live-reconfigure,,ids-jit,,,50264810.0,ns,2
live-reconfigure,,ids-jit,,,50291195.0,ns,2
live-reconfigure,,ids-jit,,,50241815.0,ns,2
live-reconfigure,,ids-jit,,,50233216.0,ns,2
live-reconfigure,,ids-jit,,,50313120.0,ns,2
live-reconfigure,,ids-jit,,,50256933.0,ns,2
live-reconfigure,,ids-jit,,,50270942.0,ns,2
live-reconfigure,,ids-jit,,,50310406.0,ns,2
live-reconfigure,,ids-jit,,,50266245.0,ns,2
live-reconfigure,,ids-jit,,,50251912.0,ns,2
live-reconfigure,,ids-jit,,,50252899.0,ns,2
live-reconfigure,,ids-jit,,,50247130.0,ns,2
live-reconfigure,,ids-jit,,,50255953.0,ns,2
live-reconfigure,,ids-jit,,,50248969.0,ns,2
live-reconfigure,,ids-jit,,,50273739.0,ns,2
live-reconfigure,,ids-jit,,,50332594.0,ns,2
live-reconfigure,,ids-jit,,,50271172.0,ns,2
live-reconfigure,,ids-jit,,,50268504.0,ns,2
live-reconfigure,,ids-jit,,,50325790.0,ns,2
live-reconfigure,,ids-jit,,,50245649.0,ns,2
live-reconfigure,,ids-jit,,,50338600.0,ns,2
live-reconfigure,,ids-jit,,,50220678.0,ns,2
live-reconfigure,,ids-jit,,,50265681.0,ns,2
live-reconfigure,,ids-jit,,,50177939.0,ns,2
live-reconfigure,,ids-jit,,,50213292.0,ns,2
live-reconfigure,,ids-jit,,,50215134.0,ns,2
live-reconfigure,,ids-jit,,,50179736.0,ns,2
live-reconfigure,,ids-jit,,,50223886.0,ns,2
live-reconfigure,,ids-jit,,,50207056.0,ns,2
live-reconfigure,,ids-jit,,,50184685.0,ns,2
