group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
live-reconfigure,,firewall-1000-jit,,,50345359.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50354141.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50434247.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50349835.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50338341.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50401602.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50395377.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50278792.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50263998.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50354870.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50369673.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50478739.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50337457.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50285365.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50277287.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50350309.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50350225.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50340109.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50302409.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50353304.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50309511.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50372447.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50352896.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50384328.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50327528.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50379811.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50373215.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50369038.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50381018.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50426294.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50348527.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50402290.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50419578.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50574045.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50413429.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50416708.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50423560.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50410883.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50382728.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50356600.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50411300.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50479807.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50428788.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50441761.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50442854.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50467808.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50445019.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50399985.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50401206.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50417129.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50410166.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50378138.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50459313.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50423125.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50417868.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50451425.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50412082.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50400870.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50414059.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50421050.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50439488.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50393571.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50443092.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50435565.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50379988.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50389830.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50412481.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50404778.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50357960.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50406503.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50417186.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50346568.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50417947.0,ns,2
live-reconfigure,,firewall-1000-jit,,,50417381.0,ns,2
