,repetitions,num_vms,direction,interface,size,vnf,system,rate,repetition,pps
0,3,1,rx,vpp,64,nat,ukebpfjit,100,1,0.0
1,3,1,rx,vpp,64,nat,ukebpfjit,100,1,0.0
2,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.28930818
3,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
4,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
5,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1004.995005
6,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1004.995005
7,3,1,rx,vpp,64,nat,ukebpfjit,100,1,958.041958042
8,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
9,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
10,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
11,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
12,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
13,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
14,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
15,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
16,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
17,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
18,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
19,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
20,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
21,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
22,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
23,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
24,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
25,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
26,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
27,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
28,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1008.00800801
29,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
30,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1005.0
31,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
32,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
33,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
34,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1005.0
35,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
36,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
37,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.00700701
38,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.00700701
39,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
40,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
41,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.00700701
42,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.00700701
43,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
44,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
45,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
46,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
47,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
48,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
49,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
50,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.00700701
51,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
52,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
53,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
54,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
55,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
56,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.00600601
57,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1007.0
58,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
59,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
60,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1005.0
61,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
62,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
63,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
64,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1005.0
65,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
66,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
67,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1006.0
68,3,1,rx,vpp,64,nat,ukebpfjit,100,1,1004.995005
