mplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.002568] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.009026] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.015490] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.021953] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.028424] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.034889] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.041355] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.047821] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.054284] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.060747] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.067202] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.073658] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.080106] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.086554] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.093005] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.099463] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.105922] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.112384] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.118845] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.125308] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.131773] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.138239] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.144692] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.151153] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.157609] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.164068] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.170529] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.177000] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.183473] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.189935] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.196405] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.202865] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.209337] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.215816] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.222290] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.228757] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.235234] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.241706] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.248180] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.254647] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.261116] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.267590] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.274058] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.280526] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.286985] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.293452] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.299907] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.306361] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.312814] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.319274] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.325732] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.332190] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.338649] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.345115] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.351582] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.358052] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.364525] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.370985] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.377457] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.383931] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.390389] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.396849] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.403325] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.409789] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.416261] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.422723] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.429198] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.435663] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.442141] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.448605] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.455078] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.461546] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.468014] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.474481] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.480957] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.487417] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.493873] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.500339] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.506806] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.513274] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.519728] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.526193] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.532653] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.539111] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.545575] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.552030] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.558496] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.564964] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.571430] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.577898] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.584362] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.590837] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.597295] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.603753] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.610223] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.616690] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.623157] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.629620] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.636083] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.642547] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.649023] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.655496] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.661964] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.668430] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.674902] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.681371] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.687846] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.694312] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.700765] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.707222] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.713677] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.720137] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.726590] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.733044] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.739509] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.745968] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.752434] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.758904] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.765366] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.771829] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.778299] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.784759] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.791218] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.797678] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.804130] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.810583] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.817038] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.823492] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.829948] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.836417] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.842880] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.849344] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.855807] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.862273] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.868731] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.875194] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.881653] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.888124] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.894585] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.901046] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.907498] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.913946] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.920398] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.926859] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.933321] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.939806] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.946264] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.952718] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.959186] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.965646] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.972106] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.978557] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.985007] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    3.991477] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    3.997932] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.004394] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.010846] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.017314] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.023777] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.030252] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.036721] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.043194] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.049657] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.056132] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.062599] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.069069] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.075537] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.082010] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.088474] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.094939] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.101401] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.107871] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.114331] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.120802] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.127265] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.133727] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.140193] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.146657] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.153115] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.159574] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.166032] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.172495] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.178953] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.185413] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.191871] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.198340] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.204794] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.211255] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.217714] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.224181] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.230655] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.237130] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.243604] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.250076] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.256546] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.263012] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.269491] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.275961] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.282431] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.288891] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.295363] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.301835] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.308297] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.314757] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.321220] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.327683] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.334145] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.340594] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.347071] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.353541] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.360010] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.366477] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.372940] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.379415] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.385900] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.392381] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.398859] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.405335] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.411813] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.418291] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.424763] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.431237] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.437712] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.444186] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.450651] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.457123] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.463599] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.470080] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.476555] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.483033] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.489525] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.496003] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.502473] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.508942] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.515415] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.521885] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.528353] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.534816] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.541282] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.547749] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.554217] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.560683] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.567155] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.573622] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.580092] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.586552] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.593017] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.599484] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.605952] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.612428] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.618900] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.625379] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.631860] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.638341] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.644818] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.651286] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.657754] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
[    4.664223] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf30 caller is 0x105606
[    4.670686] CRIT: [libkvmplat] <trace.c @   86> base is 0x61cf80 caller is 0x1131c5
