,repetitions,num_vms,direction,interface,size,vnf,system,fw_size,repetition,pps
0,3,1,rx,vpp,64,firewall,linux,2,0,871932.270916
1,3,1,rx,vpp,64,firewall,linux,2,0,811019.96008
2,3,1,rx,vpp,64,firewall,linux,2,0,871794.0
3,3,1,rx,vpp,64,firewall,linux,2,0,865140.0
4,3,1,rx,vpp,64,firewall,linux,2,0,836167.0
5,3,1,rx,vpp,64,firewall,linux,2,0,863028.971029
6,3,1,rx,vpp,64,firewall,linux,2,0,866654.345654
7,3,1,rx,vpp,64,firewall,linux,2,0,862988.0
8,3,1,rx,vpp,64,firewall,linux,2,0,841749.0
9,3,1,rx,vpp,64,firewall,linux,2,0,864412.0
10,3,1,rx,vpp,64,firewall,linux,2,0,867429.57043
11,3,1,rx,vpp,64,firewall,linux,2,0,844984.0
12,3,1,rx,vpp,64,firewall,linux,2,0,864956.0
13,3,1,rx,vpp,64,firewall,linux,2,0,867195.804196
14,3,1,rx,vpp,64,firewall,linux,2,0,834891.108891
15,3,1,rx,vpp,64,firewall,linux,2,0,862640.35964
16,3,1,rx,vpp,64,firewall,linux,2,0,867389.0
17,3,1,rx,vpp,64,firewall,linux,2,0,809212.787213
18,3,1,rx,vpp,64,firewall,linux,2,0,862080.0
19,3,1,rx,vpp,64,firewall,linux,2,0,860656.0
20,3,1,rx,vpp,64,firewall,linux,2,0,811705.0
21,3,1,rx,vpp,64,firewall,linux,2,0,856688.311688
22,3,1,rx,vpp,64,firewall,linux,2,0,858727.0
23,3,1,rx,vpp,64,firewall,linux,2,0,823488.0
24,3,1,rx,vpp,64,firewall,linux,2,0,800907.092907
25,3,1,rx,vpp,64,firewall,linux,2,0,858710.0
26,3,1,rx,vpp,64,firewall,linux,2,0,863758.0
27,3,1,rx,vpp,64,firewall,linux,2,0,860830.16983
28,3,1,rx,vpp,64,firewall,linux,2,0,860656.0
29,3,1,rx,vpp,64,firewall,linux,2,0,866264.735265
30,3,1,rx,vpp,64,firewall,linux,2,0,861345.654346
31,3,1,rx,vpp,64,firewall,linux,2,0,863673.326673
32,3,1,rx,vpp,64,firewall,linux,2,0,846855.0
33,3,1,rx,vpp,64,firewall,linux,2,0,856709.0
34,3,1,rx,vpp,64,firewall,linux,2,0,858900.0999
35,3,1,rx,vpp,64,firewall,linux,2,0,860429.0
36,3,1,rx,vpp,64,firewall,linux,2,0,862337.0
37,3,1,rx,vpp,64,firewall,linux,2,0,855993.0
38,3,1,rx,vpp,64,firewall,linux,2,0,861040.0
39,3,1,rx,vpp,64,firewall,linux,2,0,858065.0
40,3,1,rx,vpp,64,firewall,linux,2,0,858755.244755
41,3,1,rx,vpp,64,firewall,linux,2,0,846408.0
42,3,1,rx,vpp,64,firewall,linux,2,0,850897.0
43,3,1,rx,vpp,64,firewall,linux,2,0,851798.0
44,3,1,rx,vpp,64,firewall,linux,2,0,851021.0
45,3,1,rx,vpp,64,firewall,linux,2,0,858410.0
46,3,1,rx,vpp,64,firewall,linux,2,0,858498.501499
47,3,1,rx,vpp,64,firewall,linux,2,0,860654.0
48,3,1,rx,vpp,64,firewall,linux,2,0,853328.671329
49,3,1,rx,vpp,64,firewall,linux,2,0,854439.0
50,3,1,rx,vpp,64,firewall,linux,2,0,852550.44955
51,3,1,rx,vpp,64,firewall,linux,2,0,860135.0
52,3,1,rx,vpp,64,firewall,linux,2,0,852442.557443
53,3,1,rx,vpp,64,firewall,linux,2,0,811394.0
54,3,1,rx,vpp,64,firewall,linux,2,0,848688.0
55,3,1,rx,vpp,64,firewall,linux,2,0,854919.0
56,3,1,rx,vpp,64,firewall,linux,2,0,848924.075924
57,3,1,rx,vpp,64,firewall,linux,2,0,852108.0
58,3,1,rx,vpp,64,firewall,linux,2,0,853659.0
59,3,1,rx,vpp,64,firewall,linux,2,0,853271.0
