group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
live-reconfigure,,filter-jit,,,50261063.0,ns,2
live-reconfigure,,filter-jit,,,50298816.0,ns,2
live-reconfigure,,filter-jit,,,50254812.0,ns,2
live-reconfigure,,filter-jit,,,50334480.0,ns,2
live-reconfigure,,filter-jit,,,50303443.0,ns,2
live-reconfigure,,filter-jit,,,50241252.0,ns,2
live-reconfigure,,filter-jit,,,50313709.0,ns,2
live-reconfigure,,filter-jit,,,50260354.0,ns,2
live-reconfigure,,filter-jit,,,50289020.0,ns,2
live-reconfigure,,filter-jit,,,50309077.0,ns,2
live-reconfigure,,filter-jit,,,50282808.0,ns,2
live-reconfigure,,filter-jit,,,50227842.0,ns,2
live-reconfigure,,filter-jit,,,50246119.0,ns,2
live-reconfigure,,filter-jit,,,50307568.0,ns,2
live-reconfigure,,filter-jit,,,50253735.0,ns,2
live-reconfigure,,filter-jit,,,50287212.0,ns,2
live-reconfigure,,filter-jit,,,50241442.0,ns,2
live-reconfigure,,filter-jit,,,50280983.0,ns,2
live-reconfigure,,filter-jit,,,50286560.0,ns,2
live-reconfigure,,filter-jit,,,50281362.0,ns,2
live-reconfigure,,filter-jit,,,50276930.0,ns,2
live-reconfigure,,filter-jit,,,50356203.0,ns,2
live-reconfigure,,filter-jit,,,50281952.0,ns,2
live-reconfigure,,filter-jit,,,50286172.0,ns,2
live-reconfigure,,filter-jit,,,50269095.0,ns,2
live-reconfigure,,filter-jit,,,50320696.0,ns,2
live-reconfigure,,filter-jit,,,50296909.0,ns,2
live-reconfigure,,filter-jit,,,50276904.0,ns,2
live-reconfigure,,filter-jit,,,50518461.0,ns,2
live-reconfigure,,filter-jit,,,50322413.0,ns,2
live-reconfigure,,filter-jit,,,50268287.0,ns,2
live-reconfigure,,filter-jit,,,50301550.0,ns,2
live-reconfigure,,filter-jit,,,50224419.0,ns,2
live-reconfigure,,filter-jit,,,50282810.0,ns,2
live-reconfigure,,filter-jit,,,50230286.0,ns,2
live-reconfigure,,filter-jit,,,50279868.0,ns,2
live-reconfigure,,filter-jit,,,50243052.0,ns,2
live-reconfigure,,filter-jit,,,50257122.0,ns,2
live-reconfigure,,filter-jit,,,52853125.0,ns,2
live-reconfigure,,filter-jit,,,50251583.0,ns,2
live-reconfigure,,filter-jit,,,50300551.0,ns,2
live-reconfigure,,filter-jit,,,50269606.0,ns,2
live-reconfigure,,filter-jit,,,50233678.0,ns,2
live-reconfigure,,filter-jit,,,50306254.0,ns,2
live-reconfigure,,filter-jit,,,50248587.0,ns,2
live-reconfigure,,filter-jit,,,50300737.0,ns,2
live-reconfigure,,filter-jit,,,50269331.0,ns,2
live-reconfigure,,filter-jit,,,50331699.0,ns,2
live-reconfigure,,filter-jit,,,50343142.0,ns,2
live-reconfigure,,filter-jit,,,50265154.0,ns,2
live-reconfigure,,filter-jit,,,50238278.0,ns,2
live-reconfigure,,filter-jit,,,50236948.0,ns,2
live-reconfigure,,filter-jit,,,50275714.0,ns,2
live-reconfigure,,filter-jit,,,50239222.0,ns,2
live-reconfigure,,filter-jit,,,50271512.0,ns,2
live-reconfigure,,filter-jit,,,50232747.0,ns,2
live-reconfigure,,filter-jit,,,50252053.0,ns,2
live-reconfigure,,filter-jit,,,50320269.0,ns,2
live-reconfigure,,filter-jit,,,50225404.0,ns,2
live-reconfigure,,filter-jit,,,50288095.0,ns,2
live-reconfigure,,filter-jit,,,50288145.0,ns,2
live-reconfigure,,filter-jit,,,50267107.0,ns,2
live-reconfigure,,filter-jit,,,50298884.0,ns,2
live-reconfigure,,filter-jit,,,50285464.0,ns,2
