,repetitions,num_vms,direction,interface,size,vnf,system,fw_size,repetition,pps
0,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1267671.85148
1,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1268488.88889
2,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1265596.62776
3,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1263178.80462
4,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1259142.32999
5,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1258445.54455
6,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1254402.3542
7,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1250430.15287
8,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1250389.05622
9,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1245635.35297
10,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1246252.73799
11,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1243164.32161
12,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1238951.32965
13,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1239681.35904
14,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1241601.70341
15,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1243161.22551
16,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1235208.25632
17,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1236325.59775
18,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1242758.01448
19,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1236874.53875
20,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1234157.12851
21,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1235880.12422
22,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1240794.73684
23,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1235344.39417
24,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1240247.49833
25,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1233195.56452
26,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1238961.84739
27,3,1,rx,vpp,64,firewall,ukebpfjit,10000,1,1231640.10989
