,repetitions,num_vms,direction,interface,size,vnf,system,fw_size,repetition,pps
0,3,1,rx,vpp,64,firewall,ukebpf,10,0,960702.661979
1,3,1,rx,vpp,64,firewall,ukebpf,10,0,960098.845961
2,3,1,rx,vpp,64,firewall,ukebpf,10,0,961574.222668
3,3,1,rx,vpp,64,firewall,ukebpf,10,0,953814.177564
4,3,1,rx,vpp,64,firewall,ukebpf,10,0,955576.822917
5,3,1,rx,vpp,64,firewall,ukebpf,10,0,954152.958877
6,3,1,rx,vpp,64,firewall,ukebpf,10,0,958047.236181
7,3,1,rx,vpp,64,firewall,ukebpf,10,0,952908.045977
8,3,1,rx,vpp,64,firewall,ukebpf,10,0,949451.351351
9,3,1,rx,vpp,64,firewall,ukebpf,10,0,948449.156873
10,3,1,rx,vpp,64,firewall,ukebpf,10,0,951380.02008
11,3,1,rx,vpp,64,firewall,ukebpf,10,0,948661.816357
12,3,1,rx,vpp,64,firewall,ukebpf,10,0,948972.918756
13,3,1,rx,vpp,64,firewall,ukebpf,10,0,970911.764706
14,3,1,rx,vpp,64,firewall,ukebpf,10,0,943963.335008
15,3,1,rx,vpp,64,firewall,ukebpf,10,0,946472.544879
16,3,1,rx,vpp,64,firewall,ukebpf,10,0,943928.702011
17,3,1,rx,vpp,64,firewall,ukebpf,10,0,945592.072253
18,3,1,rx,vpp,64,firewall,ukebpf,10,0,946871.676892
19,3,1,rx,vpp,64,firewall,ukebpf,10,0,947656.29704
20,3,1,rx,vpp,64,firewall,ukebpf,10,0,947265.642776
21,3,1,rx,vpp,64,firewall,ukebpf,10,0,942802.206462
22,3,1,rx,vpp,64,firewall,ukebpf,10,0,947024.02863
23,3,1,rx,vpp,64,firewall,ukebpf,10,0,944596.984925
24,3,1,rx,vpp,64,firewall,ukebpf,10,0,945418.925831
25,3,1,rx,vpp,64,firewall,ukebpf,10,0,941192.771084
26,3,1,rx,vpp,64,firewall,ukebpf,10,0,943413.15261
27,3,1,rx,vpp,64,firewall,ukebpf,10,0,940517.13555
28,3,1,rx,vpp,64,firewall,ukebpf,10,0,942082.748245
29,3,1,rx,vpp,64,firewall,ukebpf,10,0,945261.152882
30,3,1,rx,vpp,64,firewall,ukebpf,10,0,940938.75502
31,3,1,rx,vpp,64,firewall,ukebpf,10,0,938330.823293
32,3,1,rx,vpp,64,firewall,ukebpf,10,0,937944.305068
33,3,1,rx,vpp,64,firewall,ukebpf,10,0,938104.024768
34,3,1,rx,vpp,64,firewall,ukebpf,10,0,943410.179641
35,3,1,rx,vpp,64,firewall,ukebpf,10,0,945857.429719
36,3,1,rx,vpp,64,firewall,ukebpf,10,0,944472.918756
37,3,1,rx,vpp,64,firewall,ukebpf,10,0,946007.526342
38,3,1,rx,vpp,64,firewall,ukebpf,10,0,940932.873275
39,3,1,rx,vpp,64,firewall,ukebpf,10,0,935880.669923
40,3,1,rx,vpp,64,firewall,ukebpf,10,0,938401.705115
41,3,1,rx,vpp,64,firewall,ukebpf,10,0,941779.839519
42,3,1,rx,vpp,64,firewall,ukebpf,10,0,936603.340292
43,3,1,rx,vpp,64,firewall,ukebpf,10,0,943858.119658
44,3,1,rx,vpp,64,firewall,ukebpf,10,0,942908.589441
45,3,1,rx,vpp,64,firewall,ukebpf,10,0,937887.662989
46,3,1,rx,vpp,64,firewall,ukebpf,10,0,936289.368104
47,3,1,rx,vpp,64,firewall,ukebpf,10,0,936827.482447
48,3,1,rx,vpp,64,firewall,ukebpf,10,0,935228.840125
49,3,1,rx,vpp,64,firewall,ukebpf,10,0,941808.925204
50,3,1,rx,vpp,64,firewall,ukebpf,10,0,941884.937238
51,3,1,rx,vpp,64,firewall,ukebpf,10,0,940524.539877
52,3,1,rx,vpp,64,firewall,ukebpf,10,0,942780.449556
53,3,1,rx,vpp,64,firewall,ukebpf,10,0,937800.0
54,3,1,rx,vpp,64,firewall,ukebpf,10,0,937459.100204
55,3,1,rx,vpp,64,firewall,ukebpf,10,0,939573.492462
56,3,1,rx,vpp,64,firewall,ukebpf,10,0,935598.743894
57,3,1,rx,vpp,64,firewall,ukebpf,10,0,942828.644501
58,3,1,rx,vpp,64,firewall,ukebpf,10,0,940554.913295
