group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
live-reconfigure,,ids-jit,,,74694969.0,ns,3
live-reconfigure,,ids-jit,,,74653794.0,ns,3
live-reconfigure,,ids-jit,,,74707704.0,ns,3
live-reconfigure,,ids-jit,,,74748702.0,ns,3
live-reconfigure,,ids-jit,,,74674241.0,ns,3
live-reconfigure,,ids-jit,,,74622031.0,ns,3
live-reconfigure,,ids-jit,,,74738199.0,ns,3
live-reconfigure,,ids-jit,,,74565885.0,ns,3
live-reconfigure,,ids-jit,,,74550841.0,ns,3
live-reconfigure,,ids-jit,,,74539878.0,ns,3
live-reconfigure,,ids-jit,,,74535522.0,ns,3
live-reconfigure,,ids-jit,,,74565601.0,ns,3
live-reconfigure,,ids-jit,,,74595334.0,ns,3
live-reconfigure,,ids-jit,,,74552684.0,ns,3
live-reconfigure,,ids-jit,,,74492565.0,ns,3
live-reconfigure,,ids-jit,,,74589525.0,ns,3
live-reconfigure,,ids-jit,,,74554986.0,ns,3
live-reconfigure,,ids-jit,,,74456420.0,ns,3
live-reconfigure,,ids-jit,,,74468928.0,ns,3
live-reconfigure,,ids-jit,,,74537206.0,ns,3
live-reconfigure,,ids-jit,,,74532234.0,ns,3
live-reconfigure,,ids-jit,,,74520153.0,ns,3
live-reconfigure,,ids-jit,,,74433646.0,ns,3
live-reconfigure,,ids-jit,,,74479034.0,ns,3
live-reconfigure,,ids-jit,,,74890346.0,ns,3
live-reconfigure,,ids-jit,,,74525251.0,ns,3
live-reconfigure,,ids-jit,,,74482452.0,ns,3
live-reconfigure,,ids-jit,,,74433772.0,ns,3
live-reconfigure,,ids-jit,,,74452300.0,ns,3
live-reconfigure,,ids-jit,,,74468268.0,ns,3
live-reconfigure,,ids-jit,,,74424966.0,ns,3
live-reconfigure,,ids-jit,,,76995285.0,ns,3
live-reconfigure,,ids-jit,,,74488715.0,ns,3
live-reconfigure,,ids-jit,,,74518031.0,ns,3
live-reconfigure,,ids-jit,,,74575842.0,ns,3
live-reconfigure,,ids-jit,,,74445671.0,ns,3
live-reconfigure,,ids-jit,,,74481890.0,ns,3
live-reconfigure,,ids-jit,,,74487900.0,ns,3
live-reconfigure,,ids-jit,,,74539072.0,ns,3
live-reconfigure,,ids-jit,,,74573719.0,ns,3
live-reconfigure,,ids-jit,,,74433737.0,ns,3
live-reconfigure,,ids-jit,,,74468398.0,ns,3
live-reconfigure,,ids-jit,,,74434862.0,ns,3
live-reconfigure,,ids-jit,,,74393121.0,ns,3
live-reconfigure,,ids-jit,,,74442827.0,ns,3
live-reconfigure,,ids-jit,,,74437858.0,ns,3
live-reconfigure,,ids-jit,,,74400880.0,ns,3
live-reconfigure,,ids-jit,,,74436935.0,ns,3
live-reconfigure,,ids-jit,,,74468474.0,ns,3
live-reconfigure,,ids-jit,,,74447961.0,ns,3
live-reconfigure,,ids-jit,,,74356992.0,ns,3
live-reconfigure,,ids-jit,,,74392856.0,ns,3
live-reconfigure,,ids-jit,,,74412888.0,ns,3
live-reconfigure,,ids-jit,,,74403972.0,ns,3
live-reconfigure,,ids-jit,,,74371564.0,ns,3
live-reconfigure,,ids-jit,,,74423557.0,ns,3
live-reconfigure,,ids-jit,,,74405754.0,ns,3
live-reconfigure,,ids-jit,,,74342259.0,ns,3
live-reconfigure,,ids-jit,,,74324132.0,ns,3
live-reconfigure,,ids-jit,,,74359249.0,ns,3
live-reconfigure,,ids-jit,,,74340637.0,ns,3
live-reconfigure,,ids-jit,,,74369322.0,ns,3
live-reconfigure,,ids-jit,,,74384952.0,ns,3
live-reconfigure,,ids-jit,,,74466227.0,ns,3
live-reconfigure,,ids-jit,,,74418896.0,ns,3
live-reconfigure,,ids-jit,,,74559995.0,ns,3
live-reconfigure,,ids-jit,,,74427927.0,ns,3
live-reconfigure,,ids-jit,,,74332721.0,ns,3
live-reconfigure,,ids-jit,,,74409826.0,ns,3
live-reconfigure,,ids-jit,,,74421099.0,ns,3
live-reconfigure,,ids-jit,,,74422692.0,ns,3
live-reconfigure,,ids-jit,,,74418614.0,ns,3
live-reconfigure,,ids-jit,,,74466989.0,ns,3
live-reconfigure,,ids-jit,,,74526343.0,ns,3
live-reconfigure,,ids-jit,,,74512972.0,ns,3
live-reconfigure,,ids-jit,,,74582892.0,ns,3
live-reconfigure,,ids-jit,,,74494412.0,ns,3
