group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
live-reconfigure,,firewall-10000-jit,,,50674137.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50733891.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50807432.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50726497.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50742378.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50783048.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50726329.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50714428.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50779828.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50730910.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50774856.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50755436.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50762557.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50715925.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50774057.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50803514.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50724355.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50733617.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50759715.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50743159.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50715282.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50759144.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50692599.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50690104.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50734835.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50765955.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50704953.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50823319.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50845365.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50676223.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50705353.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50801817.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50755568.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50793658.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50819411.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50853757.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50799850.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50807248.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50863244.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50790536.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50847466.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50860256.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50778196.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50795057.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50831066.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50741855.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50790818.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50849444.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50785175.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50786891.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50784757.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50762409.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50864233.0,ns,5
live-reconfigure,,firewall-10000-jit,,,52194995.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50893925.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50862864.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50776022.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50848955.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50818453.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50779291.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50820382.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50919614.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50819490.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50749005.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50897079.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50722242.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50864193.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50893128.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50824246.0,ns,5
live-reconfigure,,firewall-10000-jit,,,50814742.0,ns,5
