at] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.209966] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.216330] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.222693] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.229070] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.235437] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.241802] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.248171] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.254536] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.260902] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.267273] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.273637] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.280016] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.286385] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.292750] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.299119] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.305480] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.311840] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.318208] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.324567] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.330934] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.337292] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.343649] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.350007] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.356364] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.362723] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.369079] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.375434] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.381795] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.388171] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.394532] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.400893] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.407254] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.413615] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.419977] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.426333] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.432691] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.439059] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.445418] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.451777] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.458143] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.464497] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.470850] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.477215] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.483572] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.489938] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.496302] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.502662] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.509025] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.515382] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.521741] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.528104] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.534464] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.540832] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.547195] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.553563] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.559926] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.566297] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.572661] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.579032] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.585394] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.591757] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.598129] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.604488] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.610852] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.617217] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.623578] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.629938] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.636298] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.642663] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.649022] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.655377] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.661730] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.668087] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.674443] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.680803] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.687168] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.693524] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.699894] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.706254] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.712613] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.718975] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.725337] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.731698] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.738063] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.744423] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.750789] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.757149] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.763510] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.769871] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.776236] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.782597] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.788966] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.795326] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.801687] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.808048] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.814407] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.820765] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.827129] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.833485] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.839848] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.846213] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.852577] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.858938] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.865298] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.871649] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.878006] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.884360] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.890718] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.897075] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.903429] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.909792] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.916151] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.922508] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.928870] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.935231] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.941587] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.947949] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.954317] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.960672] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.967032] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.973386] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.979744] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.986103] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    2.992459] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    2.998817] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.005180] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.011544] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.017906] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.024268] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.030627] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.036993] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.043357] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.049719] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.056089] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.062458] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.068819] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.075178] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.081544] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.087900] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.094267] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.100627] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.106998] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.113363] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.119720] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.126085] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.132447] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.138812] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.145175] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.151538] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.157884] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.164248] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.170604] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.176971] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.183332] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.189689] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.196051] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.202412] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.208760] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.215127] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.221486] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.227849] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.234213] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.240576] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.246933] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.253292] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.259657] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.266032] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.272394] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.278755] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.285121] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.291480] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.297838] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.304195] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.310554] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.316913] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.323274] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.329634] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.335995] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.342354] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.348760] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.355115] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.361471] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.367835] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.374206] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.380560] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.386925] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.393282] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.399639] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.406003] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.412355] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.418709] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.425079] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.431441] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.437799] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.444163] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.450524] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.456890] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.463251] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.469608] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.475974] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.482336] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.488689] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.495054] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.501416] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.507771] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.514133] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.520495] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.526857] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.533231] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.539588] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.545963] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.552325] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.558686] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.565048] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.571409] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.577775] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.584140] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.590504] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.596870] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.603236] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.609599] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.615967] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.622333] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.628697] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.635070] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.641428] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.647795] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.654159] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.660522] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.666888] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.673251] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.679616] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.685986] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.692345] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.698710] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.705070] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.711429] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.717789] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.724150] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.730516] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.736886] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.743250] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.749614] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.755976] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.762339] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.768702] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.775063] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.781421] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.787785] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.794152] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.800514] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.806880] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.813240] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.819603] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.825968] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
[    3.832331] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bf40 caller is 0x10f1c5
[    3.838692] CRIT: [libkvmplat] <trace.c @   86> base is 0x60bef0 caller is 0x102106
