group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
live-reconfigure,,empty-jit,,,74113911.0,ns,3
live-reconfigure,,empty-jit,,,74119997.0,ns,3
live-reconfigure,,empty-jit,,,74139341.0,ns,3
live-reconfigure,,empty-jit,,,74159501.0,ns,3
live-reconfigure,,empty-jit,,,74125790.0,ns,3
live-reconfigure,,empty-jit,,,73979639.0,ns,3
live-reconfigure,,empty-jit,,,74017490.0,ns,3
live-reconfigure,,empty-jit,,,74093810.0,ns,3
live-reconfigure,,empty-jit,,,74070999.0,ns,3
live-reconfigure,,empty-jit,,,74015635.0,ns,3
live-reconfigure,,empty-jit,,,74065463.0,ns,3
live-reconfigure,,empty-jit,,,74047422.0,ns,3
live-reconfigure,,empty-jit,,,74073373.0,ns,3
live-reconfigure,,empty-jit,,,74060460.0,ns,3
live-reconfigure,,empty-jit,,,74059332.0,ns,3
live-reconfigure,,empty-jit,,,74051365.0,ns,3
live-reconfigure,,empty-jit,,,74070472.0,ns,3
live-reconfigure,,empty-jit,,,74069383.0,ns,3
live-reconfigure,,empty-jit,,,74157196.0,ns,3
live-reconfigure,,empty-jit,,,74084508.0,ns,3
live-reconfigure,,empty-jit,,,74050927.0,ns,3
live-reconfigure,,empty-jit,,,74147245.0,ns,3
live-reconfigure,,empty-jit,,,74078561.0,ns,3
live-reconfigure,,empty-jit,,,74396312.0,ns,3
live-reconfigure,,empty-jit,,,74114233.0,ns,3
live-reconfigure,,empty-jit,,,74064185.0,ns,3
live-reconfigure,,empty-jit,,,74066972.0,ns,3
live-reconfigure,,empty-jit,,,74026161.0,ns,3
live-reconfigure,,empty-jit,,,74014842.0,ns,3
live-reconfigure,,empty-jit,,,73993752.0,ns,3
live-reconfigure,,empty-jit,,,73945748.0,ns,3
live-reconfigure,,empty-jit,,,74104355.0,ns,3
live-reconfigure,,empty-jit,,,74197001.0,ns,3
live-reconfigure,,empty-jit,,,74007722.0,ns,3
live-reconfigure,,empty-jit,,,73947464.0,ns,3
live-reconfigure,,empty-jit,,,73970168.0,ns,3
live-reconfigure,,empty-jit,,,74045077.0,ns,3
live-reconfigure,,empty-jit,,,74106087.0,ns,3
live-reconfigure,,empty-jit,,,74078552.0,ns,3
live-reconfigure,,empty-jit,,,74057984.0,ns,3
live-reconfigure,,empty-jit,,,73881679.0,ns,3
live-reconfigure,,empty-jit,,,73888301.0,ns,3
live-reconfigure,,empty-jit,,,73916248.0,ns,3
live-reconfigure,,empty-jit,,,76377373.0,ns,3
live-reconfigure,,empty-jit,,,73832713.0,ns,3
live-reconfigure,,empty-jit,,,74237143.0,ns,3
live-reconfigure,,empty-jit,,,74772145.0,ns,3
live-reconfigure,,empty-jit,,,74775349.0,ns,3
live-reconfigure,,empty-jit,,,75134265.0,ns,3
live-reconfigure,,empty-jit,,,74138525.0,ns,3
live-reconfigure,,empty-jit,,,74021148.0,ns,3
live-reconfigure,,empty-jit,,,73986995.0,ns,3
live-reconfigure,,empty-jit,,,73977548.0,ns,3
live-reconfigure,,empty-jit,,,73937729.0,ns,3
live-reconfigure,,empty-jit,,,73880095.0,ns,3
live-reconfigure,,empty-jit,,,73909727.0,ns,3
live-reconfigure,,empty-jit,,,73825868.0,ns,3
live-reconfigure,,empty-jit,,,73833264.0,ns,3
live-reconfigure,,empty-jit,,,73818157.0,ns,3
live-reconfigure,,empty-jit,,,74030032.0,ns,3
live-reconfigure,,empty-jit,,,74048039.0,ns,3
live-reconfigure,,empty-jit,,,74007734.0,ns,3
live-reconfigure,,empty-jit,,,73958627.0,ns,3
live-reconfigure,,empty-jit,,,73937533.0,ns,3
live-reconfigure,,empty-jit,,,73982554.0,ns,3
live-reconfigure,,empty-jit,,,73961438.0,ns,3
live-reconfigure,,empty-jit,,,73936914.0,ns,3
live-reconfigure,,empty-jit,,,73937982.0,ns,3
live-reconfigure,,empty-jit,,,73863663.0,ns,3
live-reconfigure,,empty-jit,,,73904747.0,ns,3
live-reconfigure,,empty-jit,,,73902447.0,ns,3
live-reconfigure,,empty-jit,,,73864889.0,ns,3
live-reconfigure,,empty-jit,,,73819840.0,ns,3
live-reconfigure,,empty-jit,,,74034685.0,ns,3
live-reconfigure,,empty-jit,,,74027667.0,ns,3
live-reconfigure,,empty-jit,,,73999770.0,ns,3
live-reconfigure,,empty-jit,,,74069821.0,ns,3
live-reconfigure,,empty-jit,,,74034656.0,ns,3
live-reconfigure,,empty-jit,,,74233261.0,ns,3
live-reconfigure,,empty-jit,,,74071437.0,ns,3
live-reconfigure,,empty-jit,,,74106614.0,ns,3
live-reconfigure,,empty-jit,,,74066632.0,ns,3
live-reconfigure,,empty-jit,,,74089687.0,ns,3
live-reconfigure,,empty-jit,,,74106772.0,ns,3
live-reconfigure,,empty-jit,,,74089413.0,ns,3
live-reconfigure,,empty-jit,,,74025879.0,ns,3
live-reconfigure,,empty-jit,,,74025944.0,ns,3
live-reconfigure,,empty-jit,,,74098653.0,ns,3
live-reconfigure,,empty-jit,,,74079562.0,ns,3
live-reconfigure,,empty-jit,,,74276638.0,ns,3
live-reconfigure,,empty-jit,,,74831634.0,ns,3
live-reconfigure,,empty-jit,,,74922509.0,ns,3
live-reconfigure,,empty-jit,,,75104456.0,ns,3
live-reconfigure,,empty-jit,,,74840785.0,ns,3
live-reconfigure,,empty-jit,,,74847826.0,ns,3
live-reconfigure,,empty-jit,,,74842861.0,ns,3
live-reconfigure,,empty-jit,,,74874854.0,ns,3
live-reconfigure,,empty-jit,,,74822756.0,ns,3
live-reconfigure,,empty-jit,,,74816699.0,ns,3
live-reconfigure,,empty-jit,,,74857049.0,ns,3
