group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
live-reconfigure,,filter-jit,,,49582498.0,ns,2
live-reconfigure,,filter-jit,,,49595253.0,ns,2
live-reconfigure,,filter-jit,,,49609346.0,ns,2
live-reconfigure,,filter-jit,,,49608075.0,ns,2
live-reconfigure,,filter-jit,,,49661264.0,ns,2
live-reconfigure,,filter-jit,,,49640400.0,ns,2
live-reconfigure,,filter-jit,,,49564260.0,ns,2
live-reconfigure,,filter-jit,,,49659606.0,ns,2
live-reconfigure,,filter-jit,,,49576831.0,ns,2
live-reconfigure,,filter-jit,,,49577136.0,ns,2
live-reconfigure,,filter-jit,,,49625901.0,ns,2
live-reconfigure,,filter-jit,,,49509178.0,ns,2
live-reconfigure,,filter-jit,,,49631934.0,ns,2
live-reconfigure,,filter-jit,,,49532107.0,ns,2
live-reconfigure,,filter-jit,,,49537991.0,ns,2
live-reconfigure,,filter-jit,,,49598899.0,ns,2
live-reconfigure,,filter-jit,,,49555819.0,ns,2
live-reconfigure,,filter-jit,,,49500649.0,ns,2
live-reconfigure,,filter-jit,,,49511228.0,ns,2
live-reconfigure,,filter-jit,,,49551441.0,ns,2
live-reconfigure,,filter-jit,,,49582997.0,ns,2
live-reconfigure,,filter-jit,,,49599038.0,ns,2
live-reconfigure,,filter-jit,,,49616346.0,ns,2
live-reconfigure,,filter-jit,,,49666017.0,ns,2
live-reconfigure,,filter-jit,,,49479818.0,ns,2
live-reconfigure,,filter-jit,,,49622520.0,ns,2
live-reconfigure,,filter-jit,,,49571056.0,ns,2
live-reconfigure,,filter-jit,,,49598752.0,ns,2
live-reconfigure,,filter-jit,,,49610764.0,ns,2
live-reconfigure,,filter-jit,,,49614478.0,ns,2
live-reconfigure,,filter-jit,,,49559274.0,ns,2
live-reconfigure,,filter-jit,,,49560255.0,ns,2
live-reconfigure,,filter-jit,,,49607245.0,ns,2
live-reconfigure,,filter-jit,,,49560570.0,ns,2
live-reconfigure,,filter-jit,,,49584597.0,ns,2
live-reconfigure,,filter-jit,,,49559328.0,ns,2
live-reconfigure,,filter-jit,,,49504752.0,ns,2
live-reconfigure,,filter-jit,,,49454296.0,ns,2
live-reconfigure,,filter-jit,,,49547112.0,ns,2
live-reconfigure,,filter-jit,,,49500484.0,ns,2
live-reconfigure,,filter-jit,,,49488870.0,ns,2
live-reconfigure,,filter-jit,,,49433416.0,ns,2
live-reconfigure,,filter-jit,,,49407664.0,ns,2
live-reconfigure,,filter-jit,,,49417924.0,ns,2
live-reconfigure,,filter-jit,,,49440398.0,ns,2
live-reconfigure,,filter-jit,,,49397560.0,ns,2
live-reconfigure,,filter-jit,,,49485845.0,ns,2
live-reconfigure,,filter-jit,,,49471239.0,ns,2
live-reconfigure,,filter-jit,,,49490668.0,ns,2
live-reconfigure,,filter-jit,,,49560256.0,ns,2
live-reconfigure,,filter-jit,,,49429589.0,ns,2
live-reconfigure,,filter-jit,,,49462533.0,ns,2
live-reconfigure,,filter-jit,,,49418321.0,ns,2
live-reconfigure,,filter-jit,,,49467670.0,ns,2
live-reconfigure,,filter-jit,,,49463419.0,ns,2
live-reconfigure,,filter-jit,,,49526596.0,ns,2
live-reconfigure,,filter-jit,,,49489935.0,ns,2
live-reconfigure,,filter-jit,,,49535337.0,ns,2
live-reconfigure,,filter-jit,,,49511479.0,ns,2
live-reconfigure,,filter-jit,,,49511572.0,ns,2
live-reconfigure,,filter-jit,,,49454554.0,ns,2
live-reconfigure,,filter-jit,,,49563063.0,ns,2
live-reconfigure,,filter-jit,,,49509572.0,ns,2
live-reconfigure,,filter-jit,,,49451564.0,ns,2
live-reconfigure,,filter-jit,,,49548997.0,ns,2
live-reconfigure,,filter-jit,,,49487688.0,ns,2
live-reconfigure,,filter-jit,,,49438974.0,ns,2
live-reconfigure,,filter-jit,,,49502621.0,ns,2
live-reconfigure,,filter-jit,,,49469893.0,ns,2
live-reconfigure,,filter-jit,,,49519957.0,ns,2
live-reconfigure,,filter-jit,,,49518806.0,ns,2
live-reconfigure,,filter-jit,,,49445667.0,ns,2
live-reconfigure,,filter-jit,,,49462455.0,ns,2
live-reconfigure,,filter-jit,,,49501389.0,ns,2
live-reconfigure,,filter-jit,,,49501850.0,ns,2
live-reconfigure,,filter-jit,,,49597852.0,ns,2
live-reconfigure,,filter-jit,,,49521469.0,ns,2
live-reconfigure,,filter-jit,,,49436716.0,ns,2
live-reconfigure,,filter-jit,,,49522250.0,ns,2
live-reconfigure,,filter-jit,,,49487785.0,ns,2
live-reconfigure,,filter-jit,,,49553236.0,ns,2
live-reconfigure,,filter-jit,,,49460343.0,ns,2
live-reconfigure,,filter-jit,,,49498976.0,ns,2
live-reconfigure,,filter-jit,,,49477415.0,ns,2
live-reconfigure,,filter-jit,,,49458568.0,ns,2
live-reconfigure,,filter-jit,,,49456024.0,ns,2
live-reconfigure,,filter-jit,,,49465138.0,ns,2
live-reconfigure,,filter-jit,,,50041676.0,ns,2
live-reconfigure,,filter-jit,,,49435275.0,ns,2
live-reconfigure,,filter-jit,,,49422071.0,ns,2
live-reconfigure,,filter-jit,,,49463698.0,ns,2
live-reconfigure,,filter-jit,,,49488552.0,ns,2
live-reconfigure,,filter-jit,,,49418685.0,ns,2
live-reconfigure,,filter-jit,,,49531065.0,ns,2
live-reconfigure,,filter-jit,,,49518037.0,ns,2
live-reconfigure,,filter-jit,,,49514930.0,ns,2
live-reconfigure,,filter-jit,,,49530697.0,ns,2
live-reconfigure,,filter-jit,,,49551085.0,ns,2
live-reconfigure,,filter-jit,,,49492126.0,ns,2
live-reconfigure,,filter-jit,,,49476886.0,ns,2
