group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
live-reconfigure,,mirror-jit,,,74231063.0,ns,3
live-reconfigure,,mirror-jit,,,74334151.0,ns,3
live-reconfigure,,mirror-jit,,,74367076.0,ns,3
live-reconfigure,,mirror-jit,,,74360055.0,ns,3
live-reconfigure,,mirror-jit,,,74327067.0,ns,3
live-reconfigure,,mirror-jit,,,74459246.0,ns,3
live-reconfigure,,mirror-jit,,,74238665.0,ns,3
live-reconfigure,,mirror-jit,,,74243389.0,ns,3
live-reconfigure,,mirror-jit,,,74251868.0,ns,3
live-reconfigure,,mirror-jit,,,74319133.0,ns,3
live-reconfigure,,mirror-jit,,,74282160.0,ns,3
live-reconfigure,,mirror-jit,,,74318666.0,ns,3
live-reconfigure,,mirror-jit,,,74328833.0,ns,3
live-reconfigure,,mirror-jit,,,74337786.0,ns,3
live-reconfigure,,mirror-jit,,,74391879.0,ns,3
live-reconfigure,,mirror-jit,,,74368763.0,ns,3
live-reconfigure,,mirror-jit,,,74311714.0,ns,3
live-reconfigure,,mirror-jit,,,74316624.0,ns,3
live-reconfigure,,mirror-jit,,,74320969.0,ns,3
live-reconfigure,,mirror-jit,,,74232867.0,ns,3
live-reconfigure,,mirror-jit,,,74312520.0,ns,3
live-reconfigure,,mirror-jit,,,74305287.0,ns,3
live-reconfigure,,mirror-jit,,,74249178.0,ns,3
live-reconfigure,,mirror-jit,,,74273179.0,ns,3
live-reconfigure,,mirror-jit,,,74272205.0,ns,3
live-reconfigure,,mirror-jit,,,74213926.0,ns,3
live-reconfigure,,mirror-jit,,,74265841.0,ns,3
live-reconfigure,,mirror-jit,,,74242183.0,ns,3
live-reconfigure,,mirror-jit,,,74332208.0,ns,3
live-reconfigure,,mirror-jit,,,74269495.0,ns,3
live-reconfigure,,mirror-jit,,,74130426.0,ns,3
live-reconfigure,,mirror-jit,,,74046432.0,ns,3
live-reconfigure,,mirror-jit,,,73993216.0,ns,3
live-reconfigure,,mirror-jit,,,74110480.0,ns,3
live-reconfigure,,mirror-jit,,,74150159.0,ns,3
live-reconfigure,,mirror-jit,,,74260842.0,ns,3
live-reconfigure,,mirror-jit,,,74244555.0,ns,3
live-reconfigure,,mirror-jit,,,74257922.0,ns,3
live-reconfigure,,mirror-jit,,,74263439.0,ns,3
live-reconfigure,,mirror-jit,,,74133866.0,ns,3
live-reconfigure,,mirror-jit,,,74183205.0,ns,3
live-reconfigure,,mirror-jit,,,74191786.0,ns,3
live-reconfigure,,mirror-jit,,,74287726.0,ns,3
live-reconfigure,,mirror-jit,,,74234961.0,ns,3
live-reconfigure,,mirror-jit,,,74305563.0,ns,3
live-reconfigure,,mirror-jit,,,74246414.0,ns,3
live-reconfigure,,mirror-jit,,,74172889.0,ns,3
live-reconfigure,,mirror-jit,,,74169204.0,ns,3
live-reconfigure,,mirror-jit,,,73928993.0,ns,3
live-reconfigure,,mirror-jit,,,74142642.0,ns,3
live-reconfigure,,mirror-jit,,,74232100.0,ns,3
live-reconfigure,,mirror-jit,,,74190526.0,ns,3
live-reconfigure,,mirror-jit,,,74150511.0,ns,3
live-reconfigure,,mirror-jit,,,74199419.0,ns,3
live-reconfigure,,mirror-jit,,,74197086.0,ns,3
live-reconfigure,,mirror-jit,,,74250052.0,ns,3
live-reconfigure,,mirror-jit,,,74228307.0,ns,3
live-reconfigure,,mirror-jit,,,74166659.0,ns,3
live-reconfigure,,mirror-jit,,,73967551.0,ns,3
live-reconfigure,,mirror-jit,,,73866803.0,ns,3
live-reconfigure,,mirror-jit,,,73942442.0,ns,3
live-reconfigure,,mirror-jit,,,73891338.0,ns,3
live-reconfigure,,mirror-jit,,,73850088.0,ns,3
live-reconfigure,,mirror-jit,,,73833521.0,ns,3
live-reconfigure,,mirror-jit,,,73897401.0,ns,3
live-reconfigure,,mirror-jit,,,73876434.0,ns,3
live-reconfigure,,mirror-jit,,,73772300.0,ns,3
live-reconfigure,,mirror-jit,,,73758212.0,ns,3
live-reconfigure,,mirror-jit,,,73849701.0,ns,3
live-reconfigure,,mirror-jit,,,73823675.0,ns,3
live-reconfigure,,mirror-jit,,,73942517.0,ns,3
live-reconfigure,,mirror-jit,,,73995573.0,ns,3
live-reconfigure,,mirror-jit,,,73945122.0,ns,3
live-reconfigure,,mirror-jit,,,74194919.0,ns,3
live-reconfigure,,mirror-jit,,,74254851.0,ns,3
live-reconfigure,,mirror-jit,,,74157273.0,ns,3
live-reconfigure,,mirror-jit,,,74149678.0,ns,3
live-reconfigure,,mirror-jit,,,74154605.0,ns,3
live-reconfigure,,mirror-jit,,,74158062.0,ns,3
live-reconfigure,,mirror-jit,,,73904029.0,ns,3
live-reconfigure,,mirror-jit,,,74202994.0,ns,3
live-reconfigure,,mirror-jit,,,74134155.0,ns,3
live-reconfigure,,mirror-jit,,,74215399.0,ns,3
live-reconfigure,,mirror-jit,,,74148342.0,ns,3
live-reconfigure,,mirror-jit,,,74191745.0,ns,3
live-reconfigure,,mirror-jit,,,74196952.0,ns,3
live-reconfigure,,mirror-jit,,,74038800.0,ns,3
live-reconfigure,,mirror-jit,,,74073962.0,ns,3
live-reconfigure,,mirror-jit,,,74032837.0,ns,3
live-reconfigure,,mirror-jit,,,74565038.0,ns,3
live-reconfigure,,mirror-jit,,,75014573.0,ns,3
live-reconfigure,,mirror-jit,,,75128230.0,ns,3
live-reconfigure,,mirror-jit,,,75105330.0,ns,3
live-reconfigure,,mirror-jit,,,75028154.0,ns,3
live-reconfigure,,mirror-jit,,,74992498.0,ns,3
live-reconfigure,,mirror-jit,,,74971915.0,ns,3
live-reconfigure,,mirror-jit,,,75091340.0,ns,3
live-reconfigure,,mirror-jit,,,74956244.0,ns,3
live-reconfigure,,mirror-jit,,,74855833.0,ns,3
live-reconfigure,,mirror-jit,,,75082551.0,ns,3
