,repetitions,num_vms,direction,interface,size,vnf,system,fw_size,repetition,pps
0,3,1,rx,vpp,64,firewall,ukebpf,10000,0,761539.78334
1,3,1,rx,vpp,64,firewall,ukebpf,10000,0,763593.939394
2,3,1,rx,vpp,64,firewall,ukebpf,10000,0,762405.215647
3,3,1,rx,vpp,64,firewall,ukebpf,10000,0,761872.681704
4,3,1,rx,vpp,64,firewall,ukebpf,10000,0,761973.406924
5,3,1,rx,vpp,64,firewall,ukebpf,10000,0,758716.86747
6,3,1,rx,vpp,64,firewall,ukebpf,10000,0,756582.957393
7,3,1,rx,vpp,64,firewall,ukebpf,10000,0,756307.228916
8,3,1,rx,vpp,64,firewall,ukebpf,10000,0,757989.959839
9,3,1,rx,vpp,64,firewall,ukebpf,10000,0,757639.014231
10,3,1,rx,vpp,64,firewall,ukebpf,10000,0,758057.065217
11,3,1,rx,vpp,64,firewall,ukebpf,10000,0,755512.537613
12,3,1,rx,vpp,64,firewall,ukebpf,10000,0,757269.307924
13,3,1,rx,vpp,64,firewall,ukebpf,10000,0,759550.952222
14,3,1,rx,vpp,64,firewall,ukebpf,10000,0,757545.636911
15,3,1,rx,vpp,64,firewall,ukebpf,10000,0,756698.630137
16,3,1,rx,vpp,64,firewall,ukebpf,10000,0,757719.799499
17,3,1,rx,vpp,64,firewall,ukebpf,10000,0,753519.076305
18,3,1,rx,vpp,64,firewall,ukebpf,10000,0,755479.820628
19,3,1,rx,vpp,64,firewall,ukebpf,10000,0,740170.967742
20,3,1,rx,vpp,64,firewall,ukebpf,10000,0,755528.614458
21,3,1,rx,vpp,64,firewall,ukebpf,10000,0,757266.666667
22,3,1,rx,vpp,64,firewall,ukebpf,10000,0,753277.03576
23,3,1,rx,vpp,64,firewall,ukebpf,10000,0,753840.361446
24,3,1,rx,vpp,64,firewall,ukebpf,10000,0,749489.703666
25,3,1,rx,vpp,64,firewall,ukebpf,10000,0,751261.306533
26,3,1,rx,vpp,64,firewall,ukebpf,10000,0,749941.532258
27,3,1,rx,vpp,64,firewall,ukebpf,10000,0,757629.493088
28,3,1,rx,vpp,64,firewall,ukebpf,10000,0,748506.036217
29,3,1,rx,vpp,64,firewall,ukebpf,10000,0,754272.727273
30,3,1,rx,vpp,64,firewall,ukebpf,10000,0,754086.698777
31,3,1,rx,vpp,64,firewall,ukebpf,10000,0,753278.294574
32,3,1,rx,vpp,64,firewall,ukebpf,10000,0,754269.617706
33,3,1,rx,vpp,64,firewall,ukebpf,10000,0,751349.468713
34,3,1,rx,vpp,64,firewall,ukebpf,10000,0,752757.564438
35,3,1,rx,vpp,64,firewall,ukebpf,10000,0,753290.519878
36,3,1,rx,vpp,64,firewall,ukebpf,10000,0,752450.68539
37,3,1,rx,vpp,64,firewall,ukebpf,10000,0,752091.775326
38,3,1,rx,vpp,64,firewall,ukebpf,10000,0,754999.6535
39,3,1,rx,vpp,64,firewall,ukebpf,10000,0,752945.765937
40,3,1,rx,vpp,64,firewall,ukebpf,10000,0,753081.857668
41,3,1,rx,vpp,64,firewall,ukebpf,10000,0,754526.078235
42,3,1,rx,vpp,64,firewall,ukebpf,10000,0,750114.343029
43,3,1,rx,vpp,64,firewall,ukebpf,10000,0,748789.447236
44,3,1,rx,vpp,64,firewall,ukebpf,10000,0,748101.405622
45,3,1,rx,vpp,64,firewall,ukebpf,10000,0,748156.162465
46,3,1,rx,vpp,64,firewall,ukebpf,10000,0,749746.678477
47,3,1,rx,vpp,64,firewall,ukebpf,10000,0,751830.84922
48,3,1,rx,vpp,64,firewall,ukebpf,10000,0,741276.190476
49,3,1,rx,vpp,64,firewall,ukebpf,10000,0,746957.66129
50,3,1,rx,vpp,64,firewall,ukebpf,10000,0,751633.852336
51,3,1,rx,vpp,64,firewall,ukebpf,10000,0,749775.325978
52,3,1,rx,vpp,64,firewall,ukebpf,10000,0,750866.504854
53,3,1,rx,vpp,64,firewall,ukebpf,10000,0,751153.663178
54,3,1,rx,vpp,64,firewall,ukebpf,10000,0,752217.84163
55,3,1,rx,vpp,64,firewall,ukebpf,10000,0,749440.100251
56,3,1,rx,vpp,64,firewall,ukebpf,10000,0,754428.918169
57,3,1,rx,vpp,64,firewall,ukebpf,10000,0,748554.497858
58,3,1,rx,vpp,64,firewall,ukebpf,10000,0,749213.032581
59,3,1,rx,vpp,64,firewall,ukebpf,10000,0,748131.446297
60,3,1,rx,vpp,64,firewall,ukebpf,10000,0,750040.731505
61,3,1,rx,vpp,64,firewall,ukebpf,10000,0,750991.474423
62,3,1,rx,vpp,64,firewall,ukebpf,10000,0,752219.585561
63,3,1,rx,vpp,64,firewall,ukebpf,10000,0,751652.959943
64,3,1,rx,vpp,64,firewall,ukebpf,10000,0,756215.753425
65,3,1,rx,vpp,64,firewall,ukebpf,10000,0,751194.987469
66,3,1,rx,vpp,64,firewall,ukebpf,10000,0,751923.733066
67,3,1,rx,vpp,64,firewall,ukebpf,10000,0,750417.30705
68,3,1,rx,vpp,64,firewall,ukebpf,10000,0,749901.989326
69,3,1,rx,vpp,64,firewall,ukebpf,10000,0,750501.614639
70,3,1,rx,vpp,64,firewall,ukebpf,10000,0,748595.766129
71,3,1,rx,vpp,64,firewall,ukebpf,10000,0,753246.425167
72,3,1,rx,vpp,64,firewall,ukebpf,10000,0,752464.906417
73,3,1,rx,vpp,64,firewall,ukebpf,10000,0,746173.019057
74,3,1,rx,vpp,64,firewall,ukebpf,10000,0,746253.353204
75,3,1,rx,vpp,64,firewall,ukebpf,10000,0,751256.331543
76,3,1,rx,vpp,64,firewall,ukebpf,10000,0,748591.243316
77,3,1,rx,vpp,64,firewall,ukebpf,10000,0,748171.653543
78,3,1,rx,vpp,64,firewall,ukebpf,10000,0,745853.006682
