,repetitions,num_vms,direction,interface,size,vnf,system,fw_size,repetition,pps
0,3,1,rx,vpp,64,firewall,linux,2,2,868970.05988
1,3,1,rx,vpp,64,firewall,linux,2,2,871273.0
2,3,1,rx,vpp,64,firewall,linux,2,2,868683.0
3,3,1,rx,vpp,64,firewall,linux,2,2,867132.0
4,3,1,rx,vpp,64,firewall,linux,2,2,865966.0
5,3,1,rx,vpp,64,firewall,linux,2,2,869462.0
6,3,1,rx,vpp,64,firewall,linux,2,2,858972.0
7,3,1,rx,vpp,64,firewall,linux,2,2,858720.0
8,3,1,rx,vpp,64,firewall,linux,2,2,867427.572428
9,3,1,rx,vpp,64,firewall,linux,2,2,859068.862275
10,3,1,rx,vpp,64,firewall,linux,2,2,854107.784431
11,3,1,rx,vpp,64,firewall,linux,2,2,861822.0
12,3,1,rx,vpp,64,firewall,linux,2,2,864197.39479
13,3,1,rx,vpp,64,firewall,linux,2,2,831905.0
14,3,1,rx,vpp,64,firewall,linux,2,2,858325.0
15,3,1,rx,vpp,64,firewall,linux,2,2,860572.427572
16,3,1,rx,vpp,64,firewall,linux,2,2,877389.61039
17,3,1,rx,vpp,64,firewall,linux,2,2,861547.904192
18,3,1,rx,vpp,64,firewall,linux,2,2,864672.0
19,3,1,rx,vpp,64,firewall,linux,2,2,865671.656687
20,3,1,rx,vpp,64,firewall,linux,2,2,865332.0
21,3,1,rx,vpp,64,firewall,linux,2,2,857548.0
22,3,1,rx,vpp,64,firewall,linux,2,2,864800.0
23,3,1,rx,vpp,64,firewall,linux,2,2,860008.0
24,3,1,rx,vpp,64,firewall,linux,2,2,867169.83017
25,3,1,rx,vpp,64,firewall,linux,2,2,855216.0
26,3,1,rx,vpp,64,firewall,linux,2,2,863762.0
27,3,1,rx,vpp,64,firewall,linux,2,2,865745.254745
28,3,1,rx,vpp,64,firewall,linux,2,2,865786.0
29,3,1,rx,vpp,64,firewall,linux,2,2,863887.112887
30,3,1,rx,vpp,64,firewall,linux,2,2,859005.0
31,3,1,rx,vpp,64,firewall,linux,2,2,861434.0
32,3,1,rx,vpp,64,firewall,linux,2,2,866952.095808
33,3,1,rx,vpp,64,firewall,linux,2,2,864283.0
34,3,1,rx,vpp,64,firewall,linux,2,2,879564.0
35,3,1,rx,vpp,64,firewall,linux,2,2,884483.0
36,3,1,rx,vpp,64,firewall,linux,2,2,879821.0
37,3,1,rx,vpp,64,firewall,linux,2,2,871792.0
38,3,1,rx,vpp,64,firewall,linux,2,2,866109.0
39,3,1,rx,vpp,64,firewall,linux,2,2,861037.962038
40,3,1,rx,vpp,64,firewall,linux,2,2,853831.337325
41,3,1,rx,vpp,64,firewall,linux,2,2,866870.0
42,3,1,rx,vpp,64,firewall,linux,2,2,866873.0
43,3,1,rx,vpp,64,firewall,linux,2,2,831649.0
44,3,1,rx,vpp,64,firewall,linux,2,2,863158.841159
45,3,1,rx,vpp,64,firewall,linux,2,2,865836.0
46,3,1,rx,vpp,64,firewall,linux,2,2,857726.273726
47,3,1,rx,vpp,64,firewall,linux,2,2,862209.0
48,3,1,rx,vpp,64,firewall,linux,2,2,860606.0
49,3,1,rx,vpp,64,firewall,linux,2,2,866562.0
50,3,1,rx,vpp,64,firewall,linux,2,2,870068.0
51,3,1,rx,vpp,64,firewall,linux,2,2,862987.0
52,3,1,rx,vpp,64,firewall,linux,2,2,872570.0
53,3,1,rx,vpp,64,firewall,linux,2,2,867132.0
54,3,1,rx,vpp,64,firewall,linux,2,2,863935.064935
55,3,1,rx,vpp,64,firewall,linux,2,2,867391.0
56,3,1,rx,vpp,64,firewall,linux,2,2,865230.769231
57,3,1,rx,vpp,64,firewall,linux,2,2,862209.0
58,3,1,rx,vpp,64,firewall,linux,2,2,863224.775225
59,3,1,rx,vpp,64,firewall,linux,2,2,865944.055944
60,3,1,rx,vpp,64,firewall,linux,2,2,872944.0
61,3,1,rx,vpp,64,firewall,linux,2,2,868944.0
62,3,1,rx,vpp,64,firewall,linux,2,2,869590.0
63,3,1,rx,vpp,64,firewall,linux,2,2,875809.0
64,3,1,rx,vpp,64,firewall,linux,2,2,883447.0
65,3,1,rx,vpp,64,firewall,linux,2,2,868591.408591
66,3,1,rx,vpp,64,firewall,linux,2,2,859361.0
67,3,1,rx,vpp,64,firewall,linux,2,2,864670.0
68,3,1,rx,vpp,64,firewall,linux,2,2,868455.0
69,3,1,rx,vpp,64,firewall,linux,2,2,855455.0
70,3,1,rx,vpp,64,firewall,linux,2,2,857416.0
71,3,1,rx,vpp,64,firewall,linux,2,2,861173.0
72,3,1,rx,vpp,64,firewall,linux,2,2,870756.0
73,3,1,rx,vpp,64,firewall,linux,2,2,842138.0
74,3,1,rx,vpp,64,firewall,linux,2,2,844079.0
75,3,1,rx,vpp,64,firewall,linux,2,2,864195.804196
76,3,1,rx,vpp,64,firewall,linux,2,2,872864.135864
77,3,1,rx,vpp,64,firewall,linux,2,2,870498.0
78,3,1,rx,vpp,64,firewall,linux,2,2,864972.027972
79,3,1,rx,vpp,64,firewall,linux,2,2,859900.0
80,3,1,rx,vpp,64,firewall,linux,2,2,866622.377622
81,3,1,rx,vpp,64,firewall,linux,2,2,863419.58042
82,3,1,rx,vpp,64,firewall,linux,2,2,869460.0
83,3,1,rx,vpp,64,firewall,linux,2,2,865227.772228
84,3,1,rx,vpp,64,firewall,linux,2,2,862209.0
85,3,1,rx,vpp,64,firewall,linux,2,2,858422.155689
86,3,1,rx,vpp,64,firewall,linux,2,2,866870.0
87,3,1,rx,vpp,64,firewall,linux,2,2,863505.0
88,3,1,rx,vpp,64,firewall,linux,2,2,852733.532934
89,3,1,rx,vpp,64,firewall,linux,2,2,856173.0
90,3,1,rx,vpp,64,firewall,linux,2,2,849905.094905
91,3,1,rx,vpp,64,firewall,linux,2,2,866869.0
92,3,1,rx,vpp,64,firewall,linux,2,2,861865.134865
93,3,1,rx,vpp,64,firewall,linux,2,2,866094.0
94,3,1,rx,vpp,64,firewall,linux,2,2,862901.098901
95,3,1,rx,vpp,64,firewall,linux,2,2,864279.0
96,3,1,rx,vpp,64,firewall,linux,2,2,867388.0
97,3,1,rx,vpp,64,firewall,linux,2,2,858324.0
98,3,1,rx,vpp,64,firewall,linux,2,2,861693.0
99,3,1,rx,vpp,64,firewall,linux,2,2,861329.0
100,3,1,rx,vpp,64,firewall,linux,2,2,863456.0
101,3,1,rx,vpp,64,firewall,linux,2,2,862211.0
102,3,1,rx,vpp,64,firewall,linux,2,2,870920.07992
103,3,1,rx,vpp,64,firewall,linux,2,2,864450.549451
104,3,1,rx,vpp,64,firewall,linux,2,2,820252.0
105,3,1,rx,vpp,64,firewall,linux,2,2,882153.0
106,3,1,rx,vpp,64,firewall,linux,2,2,881116.0
107,3,1,rx,vpp,64,firewall,linux,2,2,875997.005988
108,3,1,rx,vpp,64,firewall,linux,2,2,867388.0
109,3,1,rx,vpp,64,firewall,linux,2,2,853383.0
110,3,1,rx,vpp,64,firewall,linux,2,2,852895.0
111,3,1,rx,vpp,64,firewall,linux,2,2,861691.0
112,3,1,rx,vpp,64,firewall,linux,2,2,863505.0
113,3,1,rx,vpp,64,firewall,linux,2,2,865915.169661
114,3,1,rx,vpp,64,firewall,linux,2,2,864023.0
115,3,1,rx,vpp,64,firewall,linux,2,2,866871.0
116,3,1,rx,vpp,64,firewall,linux,2,2,862469.0
117,3,1,rx,vpp,64,firewall,linux,2,2,859880.0
118,3,1,rx,vpp,64,firewall,linux,2,2,869720.0
119,3,1,rx,vpp,64,firewall,linux,2,2,862547.0
120,3,1,rx,vpp,64,firewall,linux,2,2,863488.023952
121,3,1,rx,vpp,64,firewall,linux,2,2,866524.475524
122,3,1,rx,vpp,64,firewall,linux,2,2,862729.0
123,3,1,rx,vpp,64,firewall,linux,2,2,868168.0
124,3,1,rx,vpp,64,firewall,linux,2,2,868686.0
125,3,1,rx,vpp,64,firewall,linux,2,2,870312.37525
126,3,1,rx,vpp,64,firewall,linux,2,2,866353.0
127,3,1,rx,vpp,64,firewall,linux,2,2,867041.958042
128,3,1,rx,vpp,64,firewall,linux,2,2,865318.0
129,3,1,rx,vpp,64,firewall,linux,2,2,864481.518482
130,3,1,rx,vpp,64,firewall,linux,2,2,863054.89022
131,3,1,rx,vpp,64,firewall,linux,2,2,866872.0
132,3,1,rx,vpp,64,firewall,linux,2,2,868851.148851
133,3,1,rx,vpp,64,firewall,linux,2,2,859972.055888
134,3,1,rx,vpp,64,firewall,linux,2,2,822325.0
135,3,1,rx,vpp,64,firewall,linux,2,2,864798.0
136,3,1,rx,vpp,64,firewall,linux,2,2,861693.0
137,3,1,rx,vpp,64,firewall,linux,2,2,874641.0
138,3,1,rx,vpp,64,firewall,linux,2,2,863244.0
139,3,1,rx,vpp,64,firewall,linux,2,2,865526.0
140,3,1,rx,vpp,64,firewall,linux,2,2,861492.507493
141,3,1,rx,vpp,64,firewall,linux,2,2,862209.0
142,3,1,rx,vpp,64,firewall,linux,2,2,861087.912088
143,3,1,rx,vpp,64,firewall,linux,2,2,864282.0
144,3,1,rx,vpp,64,firewall,linux,2,2,862901.098901
145,3,1,rx,vpp,64,firewall,linux,2,2,870240.0
146,3,1,rx,vpp,64,firewall,linux,2,2,864024.0
147,3,1,rx,vpp,64,firewall,linux,2,2,863073.852295
148,3,1,rx,vpp,64,firewall,linux,2,2,867909.0
149,3,1,rx,vpp,64,firewall,linux,2,2,868352.0
150,3,1,rx,vpp,64,firewall,linux,2,2,861000.0
151,3,1,rx,vpp,64,firewall,linux,2,2,861089.91009
152,3,1,rx,vpp,64,firewall,linux,2,2,861692.0
153,3,1,rx,vpp,64,firewall,linux,2,2,869886.113886
154,3,1,rx,vpp,64,firewall,linux,2,2,865318.0
155,3,1,rx,vpp,64,firewall,linux,2,2,864021.0
156,3,1,rx,vpp,64,firewall,linux,2,2,871531.0
157,3,1,rx,vpp,64,firewall,linux,2,2,862726.0
158,3,1,rx,vpp,64,firewall,linux,2,2,861431.0
159,3,1,rx,vpp,64,firewall,linux,2,2,863540.918164
160,3,1,rx,vpp,64,firewall,linux,2,2,863354.291417
161,3,1,rx,vpp,64,firewall,linux,2,2,866319.0
162,3,1,rx,vpp,64,firewall,linux,2,2,860398.0
163,3,1,rx,vpp,64,firewall,linux,2,2,863419.58042
164,3,1,rx,vpp,64,firewall,linux,2,2,816108.0
165,3,1,rx,vpp,64,firewall,linux,2,2,866354.0
166,3,1,rx,vpp,64,firewall,linux,2,2,865834.0
167,3,1,rx,vpp,64,firewall,linux,2,2,857031.0
168,3,1,rx,vpp,64,firewall,linux,2,2,871792.0
169,3,1,rx,vpp,64,firewall,linux,2,2,855545.454545
170,3,1,rx,vpp,64,firewall,linux,2,2,864620.0
171,3,1,rx,vpp,64,firewall,linux,2,2,857242.0
172,3,1,rx,vpp,64,firewall,linux,2,2,861693.0
173,3,1,rx,vpp,64,firewall,linux,2,2,870238.0
174,3,1,rx,vpp,64,firewall,linux,2,2,869368.631369
175,3,1,rx,vpp,64,firewall,linux,2,2,870885.0
176,3,1,rx,vpp,64,firewall,linux,2,2,872441.0
177,3,1,rx,vpp,64,firewall,linux,2,2,867129.0
178,3,1,rx,vpp,64,firewall,linux,2,2,862902.097902
