,repetitions,num_vms,direction,interface,size,vnf,system,fw_size,repetition,pps
0,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1265166.94547
1,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1264463.12092
2,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1256287.832
3,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1263318.0593
4,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1252962.81407
5,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1256237.83241
6,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1253319.55645
7,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1251972.78226
8,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1257468.52123
9,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1252815.38462
10,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1253860.44177
11,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1247883.67429
12,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1243806.40854
13,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1246060.77796
14,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1245148.49498
15,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1243902.34114
16,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1236370.79779
17,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1239966.88963
18,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1235409.36455
19,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1232130.52209
20,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1225840.86345
21,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1229493.4739
22,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1234158.29146
23,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1228796.71802
24,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1228667.10069
25,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1223256.22255
26,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1230701.27119
27,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1226451.35566
28,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1225927.0903
29,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1223405.02513
30,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1228263.61162
31,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1223052.54902
32,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1230324.41472
33,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1227790.0641
34,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1225627.26176
35,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1222075.3012
36,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1226578.59532
37,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1222729.16667
38,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1225020.91714
39,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1221086.30206
40,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1225001.00705
41,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1223541.34583
42,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1219664.99498
43,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1227379.67914
44,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1229518.01802
45,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1222379.72566
46,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1224815.61822
47,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1223634.80209
48,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1224280.98344
49,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1226219.80122
50,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1222025.10684
51,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1213017.09402
52,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1228490.27073
53,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1223987.4561
54,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1220780.5286
55,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1220307.15835
56,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1218996.26726
57,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1225857.14286
58,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1227700.42033
59,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1222252.54147
60,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1223419.78287
61,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1224271.62978
62,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1220096.98492
63,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1219978.92977
64,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1222852.40964
65,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1224283.13253
66,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1222526.63317
67,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1223465.68463
68,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1222323.29317
69,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1218190.52419
70,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1219082.38806
71,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1221834.42047
72,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1217079.98469
73,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1227221.02426
74,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1219748.24121
75,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1220722.50084
76,3,1,rx,vpp,64,firewall,ukebpfjit,10000,2,1219117.05686
