0.00	0.00
0.00	0.00
434212.00	129395168.00
641653.75	191212832.00
694897.19	207079360.00
710004.31	211581280.00
711199.56	211937472.00
712376.44	212288176.00
712666.94	212374752.00
706109.88	210420736.00
709666.12	211480512.00
711275.25	211960016.00
711862.06	212134880.00
711778.25	212109920.00
711556.31	212043776.00
712592.06	212352432.00
713381.56	212587728.00
712874.44	212436592.00
712937.56	212455392.00
712259.69	212253376.00
714368.44	212881776.00
712976.69	212467040.00
712339.69	212277216.00
712420.94	212301440.00
712446.06	212308912.00
712770.25	212405520.00
712113.00	212209680.00
712120.00	212211744.00
713134.00	212513920.00
711879.25	212140016.00
712403.94	212296384.00
712866.88	212434320.00
712314.38	212269664.00
712749.50	212399360.00
713003.38	212475008.00
711282.12	211962048.00
712556.38	212341808.00
712718.38	212390064.00
713422.88	212600000.00
713368.50	212583824.00
713105.38	212505392.00
713908.38	212744688.00
713917.12	212747296.00
713444.12	212606336.00
713508.75	212625600.00
711658.50	212074224.00
712430.31	212304224.00
713405.19	212594752.00
714414.25	212895440.00
714042.50	212784656.00
711397.75	211996512.00
712276.69	212258432.00
712890.00	212441216.00
709433.75	211411264.00
707806.44	210926320.00
705334.12	210189568.00
706234.88	210457984.00
706189.12	210444368.00
710022.00	211586544.00
711598.81	212056448.00
710074.94	211602336.00
710414.75	211703584.00
711268.75	211958080.00
711772.88	212108320.00
710738.50	211800064.00
708366.38	211093168.00
709238.62	211353088.00
710397.62	211698496.00
710975.38	211870672.00
710593.50	211756832.00
709950.06	211565120.00
710241.12	211651840.00
