0.00	0.00
0.00	0.00
143041.14	42626260.00
569140.62	169603888.00
678113.38	202077808.00
705012.12	210093600.00
710833.88	211828480.00
712525.00	212332416.00
713761.62	212700960.00
714362.50	212880032.00
714702.62	212981376.00
715459.12	213206816.00
714400.75	212891424.00
712359.69	212283168.00
713146.50	212517632.00
713822.62	212719136.00
714082.38	212796544.00
713303.12	212564304.00
714390.88	212888464.00
714858.50	213027840.00
714629.25	212959520.00
714721.31	212986944.00
714696.31	212979504.00
710034.56	211590320.00
708052.62	210999696.00
708373.12	211095200.00
707058.25	210703360.00
707740.56	210906688.00
709119.12	211317504.00
712907.00	212446288.00
713191.00	212530928.00
713734.00	212692736.00
714113.00	212805664.00
713152.81	212519520.00
714591.69	212948320.00
715384.50	213184576.00
714016.38	212776880.00
714616.12	212955600.00
714048.25	212786384.00
715056.06	213086704.00
715792.31	213306112.00
715924.62	213345536.00
715380.62	213183424.00
713469.75	212613968.00
714330.06	212870352.00
714507.31	212923184.00
714403.06	212892112.00
714957.56	213057360.00
714413.62	212895264.00
714380.00	212885216.00
713266.50	212553408.00
713708.62	212685168.00
714107.12	212803936.00
714543.88	212934080.00
708794.88	211220880.00
708463.25	211122048.00
708240.75	211055744.00
709668.75	211481280.00
709669.69	211481568.00
712946.50	212458048.00
713923.06	212749056.00
713969.81	212763008.00
714408.19	212893632.00
714570.06	212941872.00
712982.19	212468720.00
714309.56	212864256.00
713209.44	212536400.00
713933.88	212752272.00
713587.50	212649056.00
712606.88	212356832.00
714695.75	212979328.00
715217.94	213134944.00
