0.00	0.00
622344.19	65968480.00
621353.75	65863496.00
620923.75	65817920.00
621184.62	65845576.00
620995.12	65825488.00
620494.75	65772448.00
620212.94	65742576.00
621744.50	65904916.00
618498.12	65560800.00
619526.25	65669784.00
619059.19	65620272.00
622406.19	65975056.00
621070.38	65833464.00
625823.50	66337296.00
621221.81	65849516.00
625544.94	66307768.00
622299.44	65963744.00
620611.94	65784864.00
619070.44	65621468.00
621689.88	65899128.00
620953.50	65821072.00
622162.44	65949216.00
620316.38	65753532.00
619110.19	65625676.00
616509.62	65350020.00
617657.50	65471696.00
623045.12	66042780.00
621097.75	65836360.00
620717.19	65796024.00
618805.75	65593408.00
618415.56	65552048.00
617541.38	65459388.00
617426.62	65447216.00
618021.75	65510308.00
620776.75	65802340.00
621361.25	65864296.00
623023.75	66040512.00
621731.75	65903572.00
621384.62	65866768.00
620780.75	65802756.00
620557.88	65779132.00
617767.25	65483324.00
617808.75	65487732.00
620334.62	65755668.00
623759.31	66118536.00
621434.81	65872104.00
619346.19	65650704.00
623301.00	66069908.00
621813.50	65912228.00
620824.62	65807408.00
620565.00	65779884.00
624196.62	66164840.00
622119.00	65944616.00
620890.50	65814392.00
616737.44	65374168.00
618553.44	65566664.00
620161.56	65737128.00
620003.19	65720336.00
618045.88	65512860.00
619793.00	65698056.00
618203.69	65529592.00
620279.62	65749648.00
621342.25	65862276.00
618094.25	65517996.00
621792.12	65909972.00
620070.50	65727472.00
620412.88	65763764.00
616924.88	65394032.00
616380.12	65336292.00
620033.50	65723544.00
621027.94	65828960.00
