0.00	0.00
0.00	0.00
56598.51	60334012.00
233501.81	248912960.00
278824.41	297226816.00
290568.41	309745888.00
292563.59	311872800.00
293367.19	312729408.00
294275.75	313697952.00
294566.94	314008352.00
293921.56	313320384.00
294628.62	314074112.00
294838.91	314298272.00
293916.62	313315136.00
293687.47	313070848.00
294379.38	313808416.00
293007.34	312345824.00
292671.84	311988192.00
293654.47	313035648.00
293582.66	312959104.00
294305.91	313730112.00
294005.47	313409792.00
294670.16	314118400.00
293990.31	313393696.00
293599.75	312977376.00
294004.19	313408480.00
292948.06	312282624.00
293553.25	312927776.00
293268.31	312624000.00
294168.75	313583872.00
294423.06	313854944.00
294475.50	313910880.00
294099.38	313509952.00
294347.34	313774272.00
294330.59	313756416.00
294438.69	313871648.00
293161.44	312510112.00
293104.31	312449184.00
292665.88	311981792.00
293489.50	312859808.00
294250.38	313670880.00
294439.84	313872864.00
294209.91	313627744.00
294336.78	313762976.00
294102.94	313513728.00
293670.09	313052288.00
293581.88	312958272.00
292984.53	312321504.00
293944.38	313344704.00
294181.09	313597056.00
294687.28	314136640.00
294962.84	314430400.00
294216.16	313634432.00
293869.38	313264768.00
293444.81	312812160.00
293335.41	312695552.00
293627.88	313007328.00
293462.75	312831328.00
294001.12	313405216.00
294331.62	313757504.00
293518.03	312890240.00
293754.59	313142400.00
293906.62	313304480.00
294145.94	313559584.00
294355.69	313783168.00
293388.19	312751840.00
293750.31	313137824.00
293082.81	312426272.00
293603.00	312980800.00
293922.75	313321600.00
294218.19	313636576.00
293966.09	313367840.00
