,repetitions,num_vms,direction,interface,size,vnf,system,rate,repetition,pps
0,3,1,rx,vpp,64,mirror,linux,100,2,0.0
1,3,1,rx,vpp,64,mirror,linux,100,2,0.0
2,3,1,rx,vpp,64,mirror,linux,100,2,0.0
3,3,1,rx,vpp,64,mirror,linux,100,2,100615.696888
4,3,1,rx,vpp,64,mirror,linux,100,2,100303.0
5,3,1,rx,vpp,64,mirror,linux,100,2,100277.0
6,3,1,rx,vpp,64,mirror,linux,100,2,100280.0
7,3,1,rx,vpp,64,mirror,linux,100,2,100298.0
8,3,1,rx,vpp,64,mirror,linux,100,2,23322.0
9,3,1,rx,vpp,64,mirror,linux,100,2,1002.00400802
10,3,1,rx,vpp,64,mirror,linux,100,2,998.0
11,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
12,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
13,3,1,rx,vpp,64,mirror,linux,100,2,1001.0
14,3,1,rx,vpp,64,mirror,linux,100,2,1001.00200401
15,3,1,rx,vpp,64,mirror,linux,100,2,1001.0
16,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
17,3,1,rx,vpp,64,mirror,linux,100,2,1002.00400802
18,3,1,rx,vpp,64,mirror,linux,100,2,1001.0
19,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
20,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
21,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
22,3,1,rx,vpp,64,mirror,linux,100,2,1001.0
23,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
24,3,1,rx,vpp,64,mirror,linux,100,2,1002.00400802
25,3,1,rx,vpp,64,mirror,linux,100,2,1001.0
26,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
27,3,1,rx,vpp,64,mirror,linux,100,2,1002.002002
28,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
29,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
30,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
31,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
32,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
33,3,1,rx,vpp,64,mirror,linux,100,2,1002.00400802
34,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
35,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
36,3,1,rx,vpp,64,mirror,linux,100,2,1001.0
37,3,1,rx,vpp,64,mirror,linux,100,2,1001.00200401
38,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
39,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
40,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
41,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
42,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
43,3,1,rx,vpp,64,mirror,linux,100,2,1002.002002
44,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
45,3,1,rx,vpp,64,mirror,linux,100,2,1001.0
46,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
47,3,1,rx,vpp,64,mirror,linux,100,2,1001.00200401
48,3,1,rx,vpp,64,mirror,linux,100,2,1001.0
49,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
50,3,1,rx,vpp,64,mirror,linux,100,2,998.998998999
51,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
52,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
53,3,1,rx,vpp,64,mirror,linux,100,2,1002.002002
54,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
55,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
56,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
57,3,1,rx,vpp,64,mirror,linux,100,2,1002.00400802
58,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
59,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
60,3,1,rx,vpp,64,mirror,linux,100,2,1001.0
61,3,1,rx,vpp,64,mirror,linux,100,2,997.997997998
62,3,1,rx,vpp,64,mirror,linux,100,2,1002.00400802
63,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
64,3,1,rx,vpp,64,mirror,linux,100,2,1001.0
65,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
66,3,1,rx,vpp,64,mirror,linux,100,2,1002.002002
67,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
68,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
69,3,1,rx,vpp,64,mirror,linux,100,2,1001.0
70,3,1,rx,vpp,64,mirror,linux,100,2,1001.00200401
71,3,1,rx,vpp,64,mirror,linux,100,2,999.0
72,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
73,3,1,rx,vpp,64,mirror,linux,100,2,1002.002002
74,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
75,3,1,rx,vpp,64,mirror,linux,100,2,1001.001001
76,3,1,rx,vpp,64,mirror,linux,100,2,1002.002002
77,3,1,rx,vpp,64,mirror,linux,100,2,1000.0
78,3,1,rx,vpp,64,mirror,linux,100,2,1001.0
79,3,1,rx,vpp,64,mirror,linux,100,2,1004.5045045
80,3,1,rx,vpp,64,mirror,linux,100,2,0.0
81,3,1,rx,vpp,64,mirror,linux,100,2,0.0
