0.00	0.00
606585.00	145580400.00
653493.50	156838448.00
666952.88	160068688.00
670187.00	160844864.00
671956.75	161269616.00
672880.94	161491424.00
671639.44	161193472.00
672503.56	161400864.00
673618.44	161668416.00
673230.81	161575392.00
674029.75	161767136.00
674896.50	161975136.00
672976.31	161514304.00
672716.31	161451920.00
673048.06	161531520.00
672540.56	161409728.00
673724.12	161693792.00
673354.56	161605088.00
672634.62	161432288.00
672082.44	161299776.00
673352.69	161604640.00
671915.19	161259648.00
671652.56	161196608.00
673478.88	161634912.00
673198.00	161567520.00
673528.25	161646784.00
673309.50	161594304.00
673327.62	161598624.00
673447.88	161627488.00
672713.25	161451168.00
671677.81	161202672.00
671681.88	161203664.00
671374.19	161129808.00
671992.81	161278272.00
672133.25	161311984.00
672617.88	161428272.00
673322.25	161597328.00
673096.31	161543104.00
671740.06	161217616.00
671534.56	161168288.00
672480.38	161395280.00
673429.62	161623104.00
672162.38	161318976.00
672024.38	161285840.00
673614.88	161667568.00
673054.00	161532960.00
673360.06	161606400.00
673517.25	161644128.00
673234.38	161576256.00
673481.62	161635584.00
673104.38	161545056.00
673129.38	161551040.00
672728.12	161454736.00
671708.25	161209968.00
673112.06	161546896.00
673037.00	161528880.00
673963.31	161751200.00
672124.38	161309840.00
672189.06	161325360.00
673183.06	161563920.00
673012.00	161522880.00
672034.00	161288160.00
671214.00	161091360.00
670976.50	161034368.00
672511.62	161402800.00
672408.12	161377968.00
672623.25	161429600.00
672289.75	161349536.00
670992.44	161038176.00
673026.38	161526336.00
673567.88	161656288.00
