0.00	0.00
318379.31	478205728.00
613187.56	921007680.00
683024.38	1025902592.00
699812.62	1051118592.00
705497.12	1059656704.00
706630.25	1061358720.00
706677.81	1061430016.00
707353.69	1062445248.00
707717.94	1062992320.00
706945.50	1061832128.00
706630.88	1061359616.00
706289.75	1060847168.00
706588.44	1061295808.00
705223.12	1059245120.00
706082.25	1060535616.00
706968.06	1061866048.00
706614.50	1061335040.00
704653.62	1058389760.00
704258.88	1057796864.00
704112.75	1057577280.00
704987.19	1058890816.00
706603.56	1061318528.00
706565.56	1061261568.00
706853.62	1061694208.00
705577.38	1059777280.00
706550.12	1061238272.00
707857.75	1063202368.00
708080.19	1063536448.00
708001.38	1063418048.00
707875.00	1063228352.00
708040.75	1063477248.00
708610.69	1064333312.00
708132.38	1063614848.00
707860.88	1063207040.00
705738.00	1060018432.00
707069.75	1062018752.00
707460.19	1062605248.00
707356.31	1062449216.00
707195.81	1062208128.00
708062.44	1063509760.00
707724.62	1063002368.00
707235.12	1062267200.00
706920.75	1061795008.00
707370.69	1062470848.00
705802.69	1060115648.00
707042.69	1061978112.00
706584.19	1061289408.00
707286.56	1062344448.00
706741.12	1061525184.00
706845.25	1061681600.00
707120.81	1062095552.00
708140.19	1063626624.00
708107.06	1063576832.00
707666.25	1062914752.00
706212.56	1060731328.00
707433.62	1062565440.00
708266.38	1063816192.00
710778.62	1067589504.00
711118.12	1068099456.00
711348.62	1068445696.00
710492.62	1067159936.00
710471.12	1067127680.00
709841.75	1066182400.00
708868.44	1064720448.00
707905.12	1063273472.00
706272.75	1060821760.00
707495.12	1062657664.00
707658.25	1062902784.00
707842.56	1063179520.00
707600.62	1062816192.00
707396.12	1062509056.00
