0.00	0.00
652181.62	979576832.00
691823.38	1039118784.00
702684.38	1055432000.00
705350.62	1059436608.00
705969.62	1060366400.00
706071.62	1060519680.00
706666.88	1061413696.00
707498.75	1062663104.00
706934.44	1061815552.00
705169.88	1059165120.00
706068.50	1060514816.00
707061.12	1062005760.00
706877.25	1061729664.00
707167.31	1062165376.00
706947.56	1061835264.00
706704.88	1061470720.00
707029.88	1061958720.00
707251.88	1062292288.00
707021.00	1061945472.00
706866.75	1061713792.00
706109.19	1060576000.00
707119.31	1062093184.00
707275.81	1062328320.00
707458.44	1062602624.00
707985.12	1063393664.00
708116.25	1063590656.00
708017.06	1063441664.00
707308.25	1062377024.00
707611.06	1062831808.00
706968.88	1061867264.00
706180.12	1060682496.00
708337.00	1063922240.00
708924.25	1064804224.00
708543.06	1064231680.00
706911.25	1061780672.00
706551.31	1061240064.00
705730.31	1060006976.00
705872.56	1060220608.00
705524.62	1059698112.00
706493.12	1061152768.00
705294.75	1059352768.00
705284.19	1059336960.00
705427.19	1059551616.00
705943.50	1060327040.00
706117.88	1060589056.00
705201.50	1059212608.00
704774.88	1058571904.00
706502.00	1061165952.00
706248.00	1060784512.00
706293.19	1060852352.00
704916.19	1058784128.00
706773.06	1061573120.00
706373.25	1060972672.00
704634.44	1058360960.00
704212.94	1057727872.00
704581.75	1058281856.00
704720.94	1058490880.00
704084.75	1057535360.00
704405.69	1058017408.00
704003.31	1057412992.00
704665.94	1058408320.00
703163.81	1056151936.00
704610.12	1058324480.00
705112.50	1059079040.00
708057.88	1063502976.00
708286.50	1063846272.00
709155.31	1065151360.00
708446.31	1064086400.00
708083.31	1063541120.00
708380.81	1063987968.00
708363.44	1063961920.00
