0.00	0.00
498400.62	119616152.00
529895.62	127174960.00
534643.38	128314384.00
533213.69	127971152.00
531281.81	127507472.00
527329.38	126559008.00
528339.62	126801240.00
527572.56	126617352.00
517191.00	124125696.00
524162.00	125798944.00
528808.62	126913824.00
525287.31	126068888.00
531640.69	127593752.00
531778.19	127626760.00
527925.75	126702160.00
530398.25	127295584.00
529933.31	127183992.00
530909.75	127418344.00
525794.19	126190600.00
530731.31	127375504.00
522683.94	125444144.00
518920.81	124541008.00
523416.56	125619968.00
529373.75	127049696.00
524532.88	125887896.00
527469.38	126592648.00
526411.62	126338880.00
523319.09	125596600.00
530938.88	127425344.00
529688.06	127125136.00
531838.81	127641312.00
530619.06	127348576.00
533531.25	128047504.00
532860.25	127886448.00
526393.31	126334400.00
530722.25	127373344.00
531341.56	127521976.00
534095.12	128182832.00
527522.38	126605376.00
529561.00	127094640.00
529858.12	127165952.00
526938.00	126465120.00
530628.62	127350872.00
530639.75	127353544.00
532271.56	127745176.00
532326.62	127758392.00
530008.12	127201944.00
528923.75	126941704.00
526531.25	126367504.00
530093.25	127222368.00
531324.19	127517800.00
533150.75	127956168.00
537647.56	129035408.00
535823.81	128597728.00
535595.69	128542960.00
536429.38	128743040.00
530791.44	127389936.00
528664.88	126879664.00
532629.88	127831184.00
529401.62	127056384.00
531911.12	127658680.00
532038.50	127689248.00
532327.69	127758648.00
531497.12	127559312.00
529729.62	127135120.00
532151.38	127716320.00
531446.88	127547240.00
531036.75	127448808.00
529937.19	127184928.00
532144.38	127714648.00
528741.12	126897880.00
